County,Urban_Percentage,Pop2010_Sum,OHU2010_Sum,lapophalf_Sum,lalowihalf_Sum,lahunvhalf_Sum,lapop1_Sum,lalowi1_Sum,lahunv1_Sum,MedianFamilyIncome_Avg,lapophalfshare_Avg,lalowihalfshare_Avg,lahunvhalfshare_Avg,lapop1share_Avg,lalowi1share_Avg,lahunv1share_Avg
Chemung County,77.27272727272727,88830,35462,68848.0,19729.0,1843.0,45417.0,11301.0,885.0,59705.619047619046,72.8409090909091,22.383181818181818,5.500909090909091,51.70052631578947,13.015263157894736,2.5810526315789475
Chenango County,16.666666666666664,50477,20436,41477.0,14535.0,901.0,37437.0,13130.0,758.0,61194.166666666664,80.12916666666666,27.844166666666666,4.479166666666667,86.886,30.232999999999997,4.567
Cherokee County,46.98795180722892,454628,169396,397287.0,127205.0,6464.0,307864.0,96458.0,4288.0,64640.903614457835,88.68024096385543,32.1522891566265,4.428915662650603,73.24753086419753,26.015802469135807,3.1669135802469133
Cherry County,0.0,5713,2530,4794.0,1597.0,90.0,3207.0,983.0,43.0,62656.0,89.285,28.03,3.085,70.77,20.88,1.8599999999999999
Chesapeake city,90.2439024390244,222209,79574,165522.0,34041.0,2263.0,67818.0,12341.0,943.0,84841.17073170732,73.79780487804878,16.458048780487804,3.3143902439024395,36.775588235294116,7.73264705882353,1.8479411764705882
Cheshire County,37.5,77117,30204,65836.0,15216.0,1072.0,55925.0,12324.0,829.0,79783.125,84.5425,19.68625,3.488125,71.51625,15.955625,2.62125
Chester County,76.92307692307693,549157,201984,461461.0,81985.0,7371.0,328730.0,57086.0,4835.0,111649.14728682171,84.52323076923078,16.329,3.9694615384615384,66.58134453781513,12.599159663865546,2.910416666666667
Chesterfield County,83.9506172839506,362970,133853,314422.0,74240.0,4388.0,205017.0,45388.0,2831.0,84632.58024691358,86.66938271604938,22.05962962962963,3.369753086419753,60.018157894736845,14.5775,2.3322368421052633
Cheyenne County,40.0,14560,6344,9521.0,2481.0,139.0,5706.0,1379.0,49.0,73859.6,68.286,18.27,2.2399999999999998,42.034,10.379999999999999,0.8
Chickasaw County,25.0,29831,11843,23898.0,9844.0,633.0,19335.0,7641.0,422.0,60576.875,80.07,30.44625,5.11125,65.7025,23.5975,3.45875
Chicot County,50.0,11800,4579,9867.0,5072.0,614.0,7864.0,3850.0,467.0,41166.5,80.69,42.3575,13.1875,60.8725,30.294999999999998,9.64
Childress County,50.0,7041,2326,6448.0,2192.0,174.0,4913.0,1507.0,146.0,66271.5,93.935,25.13,4.315,77.67,18.03,3.635
Chilton County,11.11111111111111,43643,16558,41256.0,16949.0,750.0,36904.0,15032.0,618.0,56950.88888888889,95.23777777777778,38.056666666666665,4.25,86.28777777777778,34.13444444444444,3.566666666666667
Chippewa County,37.03703703703704,113376,43980,91405.0,28076.0,1721.0,68449.0,20221.0,1095.0,62720.61538461538,81.64185185185185,25.344074074074072,3.92,67.75399999999999,20.822400000000002,2.7615384615384615
Chisago County,50.0,53887,19470,51542.0,8819.0,848.0,44302.0,7347.0,672.0,91425.5,96.39200000000001,16.66,3.9130000000000003,84.25800000000001,14.074000000000002,3.116
Chittenden County,67.64705882352942,156545,61827,115612.0,26656.0,2224.0,66453.0,11013.0,720.0,91973.18181818182,70.42235294117647,16.18235294117647,3.58,54.813599999999994,8.4532,1.4691999999999998
Choctaw County,16.666666666666664,37611,15582,35349.0,16706.0,1221.0,31771.0,14791.0,1009.0,48690.083333333336,92.83749999999999,44.781666666666666,7.927499999999999,82.8775,39.255,6.517499999999999
Chouteau County,0.0,5813,2294,4314.0,1998.0,87.0,3763.0,1824.0,79.0,53902.5,70.1,30.13,3.36,57.86,26.325,2.95
Chowan County,33.33333333333333,14793,6059,14206.0,6092.0,573.0,11530.0,4750.0,358.0,51256.666666666664,96.44333333333333,41.53,9.066666666666666,80.21666666666667,33.35333333333333,5.916666666666667
Christian County,52.38095238095239,186177,69276,154747.0,55728.0,3068.0,105307.0,34258.0,1580.0,59295.0,82.93976190476191,30.589523809523808,4.930952380952381,58.09829268292683,19.009268292682926,2.691219512195122
Churchill County,42.857142857142854,24877,9671,21450.0,6583.0,319.0,15775.0,4312.0,180.0,59418.28571428572,90.66857142857143,31.715714285714284,2.914285714285714,73.36714285714287,24.49285714285714,1.9271428571428573
Cibola County,42.857142857142854,27213,8860,23639.0,13148.0,575.0,17039.0,9769.0,436.0,44795.142857142855,87.36571428571428,50.401428571428575,7.575714285714286,63.76142857142857,38.708571428571425,6.285714285714286
Cimarron County,0.0,2475,1047,1374.0,527.0,7.0,1195.0,437.0,6.0,57781.5,58.025,22.12,0.6749999999999999,51.2,18.720000000000002,0.605
Citrus County,55.55555555555556,141236,63304,130251.0,51332.0,3260.0,107774.0,41345.0,2342.0,51156.444444444445,91.33481481481482,37.21888888888889,5.2881481481481485,78.32384615384616,31.049230769230768,3.960384615384615
Clackamas County,73.75,375992,145790,280380.0,55335.0,4432.0,139961.0,27533.0,1570.0,96035.34177215189,74.998375,15.724375,3.035375,44.37242857142857,9.522,1.271
Claiborne County,0.0,41817,16293,38591.0,19448.0,964.0,35633.0,17779.0,835.0,43047.0,90.77,45.81916666666667,5.409166666666667,83.565,41.330000000000005,4.6866666666666665
Claiborne Parish,20.0,17195,6017,15087.0,8321.0,509.0,12534.0,6614.0,368.0,37945.6,85.792,47.046,8.428,68.9,35.932,6.134
Clallam County,61.904761904761905,71404,31329,59298.0,19544.0,1383.0,43497.0,13873.0,779.0,64984.09523809524,81.86333333333334,27.3252380952381,4.528095238095238,63.7745,20.3555,2.7510000000000003
Clare County,9.090909090909092,30926,12966,26253.0,12892.0,845.0,22970.0,11248.0,710.0,48157.09090909091,88.72818181818182,44.36909090909091,6.609090909090909,80.32181818181817,40.017272727272726,5.780909090909091
Clarendon County,9.090909090909092,34971,13132,32225.0,15339.0,1242.0,28894.0,13435.0,1034.0,49536.181818181816,94.44818181818182,44.96636363636364,8.882727272727273,87.67090909090909,41.18636363636364,7.79
Clarion County,20.0,39988,16128,35963.0,12967.0,1163.0,28661.0,9677.0,784.0,59621.1,90.737,31.768,6.917,75.112,24.869,4.831
Clark County,88.47262247838617,2748857,1021113,1737471.0,517544.0,40790.0,746755.0,192603.0,12152.0,69247.4329004329,66.23761398176292,20.331003039513675,4.4651975683890575,44.9455421686747,12.022795180722891,2.26489156626506
Clarke County,63.26530612244898,182599,71694,152635.0,74365.0,4692.0,102191.0,47270.0,3013.0,62002.234042553195,84.83734693877551,41.371632653061226,7.156326530612246,62.37456521739131,29.315652173913044,5.239565217391305
Clatsop County,36.36363636363637,37039,15742,27378.0,8958.0,794.0,19296.0,6101.0,424.0,69679.27272727272,76.7,24.69818181818182,4.5636363636363635,57.122727272727275,17.724545454545453,2.639090909090909
Clay County,58.57142857142858,672264,258704,558267.0,166342.0,9384.0,353996.0,104421.0,5001.0,67475.12142857142,84.23457142857143,27.09557142857143,4.018071428571428,61.32852713178295,19.67984496124031,2.4710852713178295
Clayton County,85.45454545454545,277553,98232,219348.0,96944.0,4721.0,120414.0,47114.0,1934.0,51793.94545454546,76.91818181818182,34.58836363636363,4.832727272727273,45.14823529411765,17.637450980392156,2.0603921568627452
Clear Creek County,0.0,9088,4208,8467.0,1601.0,73.0,7728.0,1372.0,40.0,82556.0,87.86333333333334,19.89,2.8766666666666665,73.88,15.32,1.4466666666666665
Clearfield County,40.0,81642,32288,69134.0,24325.0,1745.0,54190.0,19007.0,1099.0,58231.9,83.197,29.633999999999997,5.5455,64.535,23.02,3.5479999999999996
Clearwater County,0.0,17456,7187,14583.0,5339.0,303.0,12273.0,4443.0,243.0,58113.4,85.84,31.410000000000004,4.486,74.75999999999999,27.05,3.7079999999999997
Cleburne County,9.090909090909092,40942,16969,36882.0,14234.0,497.0,32104.0,12057.0,439.0,53670.27272727273,91.89818181818181,34.96818181818182,3.0127272727272727,82.01636363636364,30.487272727272728,2.713636363636364
Clermont County,72.5,197363,74828,177301.0,42004.0,2900.0,131943.0,30478.0,1872.0,82726.69230769231,89.971,20.9785,3.7707500000000005,67.3665,15.28825,2.50725
Cleveland County,72.09302325581395,362522,140277,277621.0,93932.0,4815.0,169102.0,55760.0,2217.0,68270.33333333333,75.74988235294117,25.79941176470588,3.700941176470588,58.10090909090909,18.865,1.9063636363636365
Clinch County,0.0,6798,2572,5795.0,3497.0,188.0,3993.0,2452.0,90.0,36312.5,90.225,57.754999999999995,10.05,58.655,37.455,4.325
Clinton County,42.5531914893617,389905,150351,327794.0,95921.0,6853.0,256470.0,70353.0,4236.0,69188.97826086957,84.23265957446809,25.11446808510638,4.545957446808511,68.3732967032967,19.165824175824174,2.9336263736263732
Cloud County,50.0,9533,3910,7578.0,3049.0,163.0,4432.0,1581.0,99.0,58196.0,85.6725,33.275,4.2,56.545,19.732499999999998,2.7
Coahoma County,42.857142857142854,26151,9461,19892.0,11838.0,847.0,11149.0,6764.0,457.0,39146.142857142855,73.55,42.44428571428572,7.707142857142857,52.41,30.605,5.318333333333333
Coal County,0.0,5925,2350,5220.0,2144.0,157.0,4246.0,1724.0,111.0,54828.5,91.22,37.555,6.51,79.105,32.325,5.07
Cobb County,100.0,688078,260056,530580.0,123649.0,6393.0,267654.0,55152.0,2579.0,94129.55833333333,75.9365,17.39966666666667,2.4252499999999997,40.465405405405406,8.248198198198198,1.0096396396396397
Cochise County,56.25,131346,50865,114686.0,44020.0,2219.0,90307.0,31290.0,1509.0,54899.625,86.51125,34.9746875,4.4703125,72.69033333333333,26.760333333333335,3.1853333333333333
Cochran County,0.0,3127,1113,1505.0,689.0,16.0,1071.0,464.0,9.0,61667.0,48.12,22.03,1.41,34.24,14.84,0.83
Cocke County,11.11111111111111,35662,14788,31941.0,15197.0,625.0,28167.0,13228.0,487.0,43630.0,91.89666666666666,38.154444444444444,3.958888888888889,84.17,34.169999999999995,3.26
Coconino County,60.71428571428571,134421,46711,100138.0,36752.0,1581.0,69595.0,24691.0,1152.0,69438.0,76.9067857142857,29.007857142857144,4.1875,57.32814814814815,21.535555555555558,3.377407407407407
Codington County,57.14285714285714,27227,11432,21815.0,5955.0,377.0,14180.0,3194.0,244.0,71164.57142857143,82.98142857142857,22.83285714285714,3.295714285714286,59.96714285714286,14.508571428571429,2.4085714285714284
Coffee County,25.71428571428571,145100,55592,124614.0,48416.0,2767.0,97769.0,36894.0,1912.0,56017.14705882353,86.35342857142857,35.80114285714286,4.8994285714285715,72.79029411764705,29.680588235294117,3.6
Coffey County,33.33333333333333,8601,3497,7922.0,2219.0,104.0,6917.0,1855.0,62.0,74837.0,92.33333333333333,25.916666666666668,2.92,80.96333333333334,21.816666666666666,1.7733333333333334
Coke County,0.0,3320,1466,3320.0,1198.0,55.0,3320.0,1198.0,55.0,59228.5,100.0,36.075,3.8,100.0,36.075,3.8
Colbert County,64.28571428571429,54428,22773,47830.0,17109.0,1245.0,36250.0,11995.0,800.0,55345.71428571428,85.81285714285715,32.169285714285714,5.740714285714286,66.12923076923076,22.238461538461536,3.5323076923076924
Cole County,60.0,75990,29722,66824.0,17007.0,1728.0,44865.0,9906.0,835.0,70867.0,87.44,24.00133333333333,6.5233333333333325,58.98533333333333,13.752666666666666,3.2906666666666666
Coleman County,33.33333333333333,8895,3857,6979.0,2790.0,124.0,4871.0,1931.0,59.0,58945.666666666664,86.88666666666666,33.09,2.653333333333333,72.46333333333332,27.206666666666667,1.593333333333333
Coles County,83.33333333333334,53873,21463,42491.0,18541.0,1375.0,20974.0,6963.0,604.0,60548.416666666664,80.12583333333333,33.325,7.026666666666666,41.12,13.652500000000002,2.9058333333333333
Colfax County,16.666666666666664,24265,9629,20827.0,9787.0,466.0,15940.0,7197.0,384.0,57585.166666666664,89.39333333333333,38.699999999999996,4.403333333333333,74.80499999999999,30.936666666666667,3.6750000000000003
Colleton County,22.22222222222222,38892,15131,35650.0,17629.0,632.0,30236.0,14372.0,437.0,48889.555555555555,93.21333333333332,44.00222222222222,4.2411111111111115,81.92333333333333,37.57,3.2955555555555556
Collier County,91.78082191780823,321520,133179,248178.0,70181.0,4670.0,122836.0,31413.0,1692.0,88258.42465753424,74.98602739726027,19.6327397260274,3.771232876712329,38.90523076923077,9.502923076923077,1.578
Collin County,91.44736842105263,782341,283759,548469.0,94717.0,5060.0,208286.0,34038.0,1490.0,113100.02631578948,69.46243421052633,11.843223684210527,1.7087500000000002,37.283113207547174,5.757264150943396,0.6788679245283018
Collingsworth County,0.0,3057,1179,2236.0,1022.0,41.0,942.0,378.0,5.0,50761.0,73.13,33.42,3.48,30.8,12.38,0.41
Colonial Heights city,100.0,17411,7275,12541.0,4120.0,294.0,3951.0,904.0,88.0,68698.2,71.63000000000001,24.746,4.348,20.662,5.56,1.3439999999999999
Colorado County,20.0,20874,8182,16087.0,5161.0,309.0,11998.0,3413.0,161.0,57728.4,79.03999999999999,25.066,3.814,61.762,17.7,2.2199999999999998
Colquitt County,40.0,45498,16317,39041.0,19067.0,1036.0,34021.0,15915.0,733.0,42519.4,82.85,41.6,6.513,68.587,32.631,4.039
Columbia County,40.625,456789,175663,386314.0,109597.0,6707.0,286918.0,79890.0,4600.0,72723.80208333333,84.77791666666667,24.15427083333333,3.8695833333333334,67.44021505376344,18.815591397849463,2.861290322580645
Columbiana County,50.0,107841,42683,91669.0,31616.0,2096.0,68229.0,22164.0,1303.0,56703.583333333336,81.73458333333333,29.127916666666664,4.92375,61.74739130434783,20.15869565217391,3.112173913043478
Columbus County,7.6923076923076925,58098,22489,51940.0,24009.0,1442.0,45486.0,20504.0,1090.0,48258.307692307695,90.29076923076923,41.159230769230774,6.438461538461539,79.79384615384615,35.576153846153844,5.059230769230769
Colusa County,40.0,21419,7056,15263.0,5169.0,247.0,10087.0,3205.0,160.0,63739.4,73.648,25.5,3.9899999999999998,49.938,16.196,2.5780000000000003
Comal County,41.66666666666667,108472,41363,97706.0,22674.0,1103.0,76195.0,16216.0,622.0,88117.75,89.26083333333332,21.505416666666665,2.5591666666666666,68.97,15.301666666666668,1.4349999999999998
Comanche County,64.86486486486487,139963,51386,111733.0,41025.0,2813.0,73241.0,23962.0,1045.0,58666.24324324324,75.14945945945946,30.43756756756757,5.59972972972973,58.77966666666667,21.314000000000004,2.354
Concho County,0.0,4087,1041,1833.0,723.0,42.0,1340.0,532.0,19.0,57875.0,44.85,17.68,4.05,32.78,13.02,1.84
Concordia Parish,40.0,20822,7613,18396.0,9408.0,726.0,15571.0,7952.0,634.0,48563.4,89.692,44.196000000000005,8.542,77.774,38.226,7.572
Conecuh County,0.0,13228,5625,12276.0,7073.0,342.0,10139.0,5621.0,256.0,41969.6,94.238,53.146,7.3340000000000005,78.748,42.774,5.194
Conejos County,0.0,8256,3118,6883.0,3634.0,142.0,6247.0,3314.0,124.0,47476.5,83.125,43.93,4.615,75.575,40.08,4.04
Contra Costa County,97.58454106280193,1049025,375364,650852.0,118777.0,9994.0,256720.0,32706.0,2875.0,116054.28985507246,64.3605527638191,11.778391959798995,2.8232160804020103,37.54492647058823,4.991544117647059,1.285
Converse County,25.0,13833,5673,10538.0,2434.0,90.0,6226.0,1419.0,52.0,81785.25,78.3275,18.15,1.7125000000000001,49.3125,11.1875,1.025
Conway County,33.33333333333333,21273,8463,18703.0,7643.0,471.0,15369.0,6152.0,352.0,54227.0,89.70666666666666,36.42166666666667,4.925,74.81833333333333,29.788333333333338,3.83
Cook County,99.39393939393939,5217063,1975189,2051169.0,610492.0,83708.0,404321.0,100432.0,10034.0,82902.38672768879,52.42022316684378,17.387832093517535,7.367481402763018,23.948103448275862,6.719741379310344,1.9933045977011492
Cooke County,50.0,38437,14513,31486.0,8792.0,625.0,22732.0,5056.0,363.0,64542.875,78.85,24.8325,5.0200000000000005,53.115,12.73125,2.62375
Cooper County,60.0,17601,6554,14592.0,4854.0,282.0,10187.0,3119.0,172.0,62350.2,77.908,26.252,4.424,51.188,15.73,2.2079999999999997
Coos County,33.33333333333333,96098,41304,73384.0,26617.0,2079.0,48671.0,16872.0,1038.0,59168.291666666664,79.37375,27.462083333333336,4.977083333333334,56.08916666666667,18.445833333333333,2.7133333333333334
Coosa County,0.0,11539,4794,10975.0,4459.0,199.0,10351.0,4118.0,168.0,46510.666666666664,95.25,38.660000000000004,4.133333333333334,89.99333333333334,35.78,3.5066666666666664
Copiah County,33.33333333333333,29449,10708,27148.0,12519.0,631.0,22651.0,10061.0,462.0,52488.333333333336,93.04833333333333,43.32666666666666,5.8999999999999995,79.22666666666667,35.76833333333333,4.498333333333333
Corson County,0.0,4050,1260,3034.0,1903.0,133.0,2778.0,1723.0,122.0,39980.5,76.785,47.655,10.475,71.19,43.725,9.665
Cortland County,66.66666666666666,49336,18671,30762.0,8375.0,648.0,24570.0,6474.0,426.0,67868.72727272728,65.32727272727273,18.006363636363634,3.475454545454546,73.83,19.8275,3.3987499999999997
Coryell County,57.89473684210527,75388,22545,72355.0,28038.0,845.0,66494.0,25439.0,679.0,58080.35294117647,95.81894736842105,39.45684210526316,3.03,88.55736842105263,36.207368421052635,2.4836842105263157
Coshocton County,30.0,36901,14658,34221.0,13963.0,1270.0,28201.0,10751.0,920.0,54092.8,92.252,38.077,8.693,71.382,26.986,5.822
Costilla County,0.0,3524,1550,3524.0,2043.0,137.0,3524.0,2043.0,137.0,33955.0,100.0,58.125,8.754999999999999,100.0,58.125,8.754999999999999
Cottle County,0.0,1505,677,1505.0,856.0,62.0,1505.0,856.0,62.0,40469.0,100.0,56.91,9.23,100.0,56.91,9.23
Cotton County,50.0,6193,2483,5186.0,2078.0,126.0,3626.0,1400.0,59.0,58018.0,86.725,35.525000000000006,4.720000000000001,66.175,26.585,2.505
Cottonwood County,0.0,11687,4857,7171.0,2076.0,97.0,4853.0,1241.0,41.0,66134.75,61.5,17.6925,1.955,42.8425,10.93,0.8500000000000001
Covington County,22.22222222222222,57333,22961,51710.0,21829.0,920.0,42892.0,17317.0,649.0,52379.0,86.43277777777777,36.77611111111111,4.451666666666666,67.72888888888889,26.963333333333335,2.8183333333333334
Covington city,100.0,5961,2632,3930.0,1512.0,145.0,1469.0,646.0,59.0,54349.5,65.455,24.98,5.475,24.285,10.575,2.205
Coweta County,65.0,127317,45673,115899.0,30263.0,1643.0,95248.0,23222.0,1208.0,82578.0,92.649,22.7465,3.2445,78.6315,18.106,2.5055
Cowley County,72.72727272727273,36311,13940,28368.0,10478.0,604.0,15708.0,4788.0,195.0,58127.27272727273,81.3009090909091,30.952727272727273,4.482727272727273,48.40090909090909,15.813636363636363,1.6890909090909092
Cowlitz County,66.66666666666666,102410,40244,81552.0,26964.0,1600.0,55329.0,15272.0,591.0,59661.0,75.78791666666667,26.705416666666665,3.8225000000000002,61.85,17.90368421052632,1.6378947368421053
Craig County,33.33333333333333,20219,7874,17733.0,7246.0,402.0,13592.0,5229.0,236.0,55056.5,88.68666666666667,37.25833333333333,4.985,69.63166666666667,27.680000000000003,2.895
Craighead County,64.70588235294117,96443,37291,75692.0,33261.0,1913.0,48093.0,19650.0,827.0,56062.705882352944,76.34764705882354,34.235882352941175,5.457058823529412,58.401428571428575,24.384285714285713,2.8542857142857145
Crane County,100.0,4375,1471,2361.0,700.0,35.0,588.0,171.0,9.0,77440.0,53.96,15.99,2.35,13.44,3.92,0.63
Craven County,66.66666666666666,103505,40299,85910.0,27490.0,1564.0,67667.0,20654.0,1101.0,59617.95238095238,77.15333333333334,23.853333333333335,3.546666666666667,65.88421052631578,19.015263157894736,2.68
Crawford County,36.95652173913043,349301,138263,310907.0,115896.0,7220.0,246995.0,88374.0,5061.0,58065.739130434784,90.17869565217391,33.38782608695652,5.2146739130434785,74.79899999999999,26.621444444444442,3.927333333333333
Creek County,28.57142857142857,69967,26539,61144.0,21802.0,819.0,52407.0,17846.0,599.0,59077.42857142857,86.3747619047619,30.639523809523812,3.112857142857143,73.40095238095239,24.864761904761902,2.267142857142857
Crenshaw County,0.0,13906,5652,12401.0,5466.0,332.0,10815.0,4861.0,284.0,54212.166666666664,90.82000000000001,40.35,6.131666666666667,80.615,36.25833333333333,5.301666666666667
Crisp County,16.666666666666664,23439,9079,19124.0,10424.0,819.0,12434.0,6163.0,370.0,43343.333333333336,84.31333333333333,44.89833333333333,8.451666666666666,60.23333333333333,29.544999999999998,4.221666666666667
Crittenden County,62.5,60217,22807,47646.0,22759.0,1829.0,24087.0,10726.0,902.0,51658.375,80.91083333333334,39.49666666666666,9.1225,52.093333333333334,23.767619047619046,5.5909523809523805
Crockett County,16.666666666666664,18305,7131,14617.0,6116.0,264.0,11891.0,5031.0,201.0,55363.0,82.675,34.85166666666667,3.5366666666666666,70.66333333333334,30.10166666666667,2.795
Crook County,16.666666666666664,28061,11479,20253.0,6411.0,193.0,16141.0,4724.0,130.0,64072.333333333336,73.40166666666667,22.205,1.5033333333333332,60.725,17.248333333333335,1.0433333333333332
Crosby County,0.0,6059,2237,3918.0,1903.0,83.0,2279.0,1045.0,47.0,44767.666666666664,68.62333333333333,33.09,3.9133333333333336,45.00333333333333,20.7,2.516666666666667
Cross County,33.33333333333333,17870,7002,15088.0,6416.0,442.0,10768.0,4562.0,313.0,52340.0,89.52499999999999,39.09666666666667,7.653333333333333,73.23833333333333,32.428333333333335,6.465
Crow Wing County,31.25,62500,26033,54625.0,14780.0,1103.0,42631.0,9784.0,562.0,66429.0,87.6625,23.221875,3.669375,70.871875,16.269375,2.03375
Crowley County,0.0,5823,1306,4990.0,2734.0,48.0,4665.0,2554.0,39.0,53750.0,85.7,46.96,3.68,80.11,43.85,3.01
Culberson County,0.0,2398,908,2296.0,1227.0,51.0,1666.0,826.0,25.0,39531.0,95.74,51.17,5.6,69.46,34.47,2.79
Cullman County,16.666666666666664,80406,31864,75716.0,30687.0,1195.0,64665.0,25742.0,887.0,53786.27777777778,94.59166666666667,38.657222222222224,3.743333333333333,82.79833333333333,33.41833333333333,2.8916666666666666
Culpeper County,37.5,46689,16231,39813.0,9890.0,644.0,31584.0,7465.0,385.0,82309.25,84.83125,21.455000000000002,3.86375,67.53125,16.26375,2.3275
Cumberland County,69.91525423728814,1077418,420675,848597.0,259412.0,19096.0,552712.0,160608.0,9981.0,71273.95652173914,78.99939393939394,24.49168831168831,4.682337662337662,59.48156097560975,17.532341463414635,2.829512195121951
Cuming County,0.0,9139,3756,6547.0,1651.0,122.0,5795.0,1481.0,99.0,69898.66666666667,79.67666666666666,20.349999999999998,3.6466666666666665,73.77,19.01,3.22
Currituck County,0.0,23547,8880,22525.0,6390.0,232.0,20449.0,5884.0,200.0,71510.14285714286,94.65714285714286,28.552857142857142,2.37,85.44428571428571,26.12285714285714,2.052857142857143
Curry County,58.82352941176471,70740,28432,52933.0,20872.0,882.0,33577.0,11802.0,492.0,53982.882352941175,78.9335294117647,31.909411764705883,3.0888235294117647,53.17941176470589,19.51764705882353,1.8523529411764708
Custer County,52.63157894736842,66946,27940,50766.0,18914.0,768.0,33668.0,11442.0,343.0,64191.89473684211,77.17,26.676315789473687,2.9073684210526314,50.322105263157894,16.365263157894738,1.303157894736842
Cuyahoga County,99.32432432432432,1280122,545056,744594.0,235883.0,31851.0,221550.0,42915.0,5203.0,64477.94724770642,57.736976190476184,20.656523809523808,6.889571428571428,30.645223880597012,6.610746268656716,1.914278606965174
Dade County,0.0,24516,9562,21811.0,8252.0,473.0,18836.0,6785.0,375.0,55547.833333333336,88.97000000000001,33.52166666666667,4.868333333333333,76.76833333333333,27.474999999999998,3.921666666666667
Daggett County,0.0,1059,426,1059.0,163.0,21.0,1059.0,163.0,21.0,96333.0,100.0,15.38,4.83,100.0,15.38,4.83
Dakota County,92.92929292929293,419558,159278,330464.0,54725.0,4481.0,163034.0,23472.0,1328.0,99133.73737373737,78.79060606060607,13.256868686868687,2.747777777777778,46.10581395348837,6.586627906976744,1.033953488372093
Dale County,35.714285714285715,50251,20065,47032.0,19284.0,996.0,40563.0,15851.0,628.0,56551.71428571428,93.25142857142858,37.365,4.748571428571429,79.93357142857143,30.551428571428573,3.0614285714285714
Dallam County,50.0,6703,2448,6102.0,2090.0,67.0,3479.0,1313.0,48.0,69293.5,94.275,34.525,3.205,69.28,27.130000000000003,2.6950000000000003
Dallas County,95.2127659574468,2502987,908068,1519850.0,579311.0,34496.0,556093.0,211500.0,11808.0,75877.28469750889,61.300623853211,23.734,4.175302752293578,36.22865671641791,14.498059701492538,2.4897014925373133
Dane County,87.61904761904762,488073,203750,349692.0,66699.0,6603.0,183355.0,28936.0,2318.0,93061.54455445544,71.79352941176471,14.503823529411763,3.2811764705882354,44.78518072289157,7.4237349397590355,1.374457831325301
Daniels County,0.0,1751,798,829.0,163.0,8.0,726.0,142.0,6.0,70500.0,47.37,9.28,0.96,41.45,8.09,0.7
Danville city,93.75,43055,18831,23947.0,11814.0,1652.0,5789.0,3048.0,327.0,46321.6,60.3125,27.61375,8.53,22.54615384615385,10.126923076923077,2.6030769230769235
Dare County,55.55555555555556,33920,14335,27170.0,7555.0,368.0,19452.0,5213.0,285.0,70097.11111111111,82.60444444444444,23.42,2.5922222222222224,63.120000000000005,17.80333333333333,2.08
Darke County,33.33333333333333,52959,20929,44978.0,14576.0,780.0,34189.0,9783.0,404.0,62797.25,86.66583333333334,28.393333333333334,3.8358333333333334,66.44666666666667,19.037499999999998,2.1591666666666667
Darlington County,37.5,68681,26531,59287.0,27841.0,2061.0,50099.0,22926.0,1484.0,50212.625,80.675625,38.758125,7.515625,69.72133333333333,32.803333333333335,5.484
Dauphin County,90.76923076923077,268100,110435,202073.0,54448.0,6940.0,119222.0,27655.0,2702.0,69862.66153846154,72.506875,21.31140625,6.9659375,48.450943396226414,12.275849056603773,3.129056603773585
Davidson County,85.49222797927462,789559,324014,595886.0,203508.0,14086.0,312365.0,96260.0,5863.0,71008.88481675393,75.61440414507771,26.73518134715026,5.0277202072538865,47.28384615384615,15.011282051282052,2.5456410256410256
Davie County,42.857142857142854,41240,16245,40271.0,12130.0,472.0,35355.0,10823.0,413.0,67416.57142857143,97.32285714285715,29.915714285714284,3.0357142857142856,84.63428571428572,26.21857142857143,2.6457142857142855
Daviess County,62.5,136737,53162,108170.0,37947.0,3451.0,66653.0,20244.0,1779.0,63329.25,76.786875,27.1134375,6.1478125,55.235,16.36230769230769,3.5034615384615386
Davis County,92.85714285714286,315232,96746,240370.0,44206.0,2178.0,111507.0,17054.0,861.0,86913.78571428571,77.20803571428571,15.318392857142857,2.3660714285714284,44.43340909090909,7.078181818181818,1.1722727272727271
Davison County,75.0,19504,8296,14894.0,4578.0,412.0,8060.0,2320.0,121.0,67852.0,77.935,23.1325,4.3100000000000005,47.2875,13.077499999999999,1.3575
Dawes County,50.0,9182,3684,6809.0,2137.0,148.0,3555.0,1116.0,65.0,63249.0,80.77,24.935,3.5250000000000004,54.39,16.66,1.81
Dawson County,52.94117647058824,69455,25466,59822.0,20390.0,956.0,42452.0,13397.0,523.0,66487.17647058824,87.10882352941177,29.176470588235293,3.6611764705882353,64.09,19.937058823529412,1.911764705882353
Day County,0.0,5710,2504,4603.0,1716.0,47.0,3761.0,1376.0,28.0,60440.0,82.49666666666667,30.64333333333333,1.8466666666666667,69.2,25.263333333333332,1.1866666666666665
De Baca County,0.0,2022,912,1483.0,773.0,61.0,1128.0,561.0,46.0,60909.0,73.36,38.21,6.71,55.79,27.75,5.01
De Soto Parish,14.285714285714285,26656,10562,25601.0,10530.0,909.0,22726.0,8773.0,698.0,48743.57142857143,95.07142857142857,42.16142857142857,9.815714285714288,80.04142857142857,33.26285714285714,7.135714285714286
De Witt County,40.0,16561,6811,12040.0,3059.0,133.0,9214.0,2113.0,79.0,69945.8,74.91799999999999,19.192,1.9300000000000002,59.358000000000004,13.986,1.248
