,State,County,"Grocery stores, 2016","Convenience stores, 2016","Fast-food restaurants, 2016","Farmers' markets, 2018"
528,GA,Turner,1.0,15.0,8.0,0.0
529,GA,Twiggs,0.0,6.0,2.0,0.0
530,GA,Union,4.0,15.0,20.0,1.0
531,GA,Upson,6.0,23.0,17.0,2.0
532,GA,Walker,6.0,44.0,22.0,2.0
533,GA,Walton,9.0,49.0,52.0,2.0
534,GA,Ware,6.0,44.0,29.0,1.0
535,GA,Warren,1.0,7.0,0.0,0.0
536,GA,Washington,2.0,17.0,15.0,0.0
537,GA,Wayne,3.0,22.0,22.0,1.0
538,GA,Webster,1.0,1.0,0.0,0.0
539,GA,Wheeler,1.0,5.0,1.0,0.0
540,GA,White,3.0,17.0,20.0,1.0
541,GA,Whitfield,24.0,72.0,80.0,1.0
542,GA,Wilcox,0.0,8.0,1.0,0.0
543,GA,Wilkes,3.0,8.0,5.0,1.0
544,GA,Wilkinson,3.0,13.0,2.0,0.0
545,GA,Worth,2.0,14.0,7.0,1.0
546,HI,Hawaii,43.0,66.0,145.0,31.0
547,HI,Honolulu,185.0,266.0,939.0,43.0
548,HI,Kalawao,0.0,0.0,0.0,0.0
549,HI,Kauai,20.0,30.0,75.0,14.0
550,HI,Maui,47.0,59.0,127.0,10.0
551,IA,Adair,2.0,7.0,3.0,2.0
552,IA,Adams,1.0,2.0,2.0,1.0
553,IA,Allamakee,7.0,8.0,4.0,2.0
554,IA,Appanoose,5.0,8.0,9.0,0.0
555,IA,Audubon,1.0,3.0,2.0,1.0
556,IA,Benton,3.0,17.0,6.0,5.0
557,IA,Black Hawk,24.0,61.0,84.0,6.0
558,IA,Boone,4.0,11.0,8.0,1.0
559,IA,Bremer,6.0,14.0,10.0,3.0
560,IA,Buchanan,4.0,12.0,7.0,1.0
561,IA,Buena Vista,5.0,12.0,8.0,1.0
562,IA,Butler,4.0,10.0,3.0,0.0
563,IA,Calhoun,3.0,7.0,4.0,3.0
564,IA,Carroll,6.0,12.0,14.0,2.0
565,IA,Cass,6.0,8.0,8.0,4.0
566,IA,Cedar,3.0,14.0,7.0,3.0
567,IA,Cerro Gordo,11.0,21.0,38.0,3.0
568,IA,Cherokee,3.0,7.0,9.0,0.0
569,IA,Chickasaw,3.0,9.0,5.0,1.0
570,IA,Clarke,3.0,5.0,5.0,1.0
571,IA,Clay,2.0,10.0,20.0,2.0
572,IA,Clayton,5.0,12.0,9.0,6.0
573,IA,Clinton,8.0,26.0,26.0,3.0
574,IA,Crawford,5.0,9.0,9.0,2.0
575,IA,Dallas,13.0,35.0,48.0,4.0
576,IA,Davis,2.0,6.0,3.0,1.0
577,IA,Decatur,2.0,4.0,4.0,2.0
578,IA,Delaware,1.0,11.0,6.0,2.0
579,IA,Des Moines,6.0,24.0,34.0,3.0
580,IA,Dickinson,2.0,13.0,20.0,1.0
581,IA,Dubuque,15.0,47.0,70.0,3.0
582,IA,Emmet,3.0,4.0,6.0,1.0
583,IA,Fayette,6.0,15.0,7.0,4.0
584,IA,Floyd,2.0,9.0,6.0,2.0
585,IA,Franklin,3.0,5.0,5.0,1.0
586,IA,Fremont,3.0,5.0,4.0,1.0
587,IA,Greene,1.0,9.0,5.0,1.0
588,IA,Grundy,5.0,7.0,1.0,1.0
589,IA,Guthrie,4.0,6.0,6.0,2.0
590,IA,Hamilton,4.0,9.0,3.0,1.0
591,IA,Hancock,2.0,5.0,4.0,4.0
592,IA,Hardin,6.0,13.0,8.0,4.0
593,IA,Harrison,5.0,10.0,8.0,2.0
594,IA,Henry,2.0,11.0,9.0,1.0
595,IA,Howard,2.0,5.0,3.0,5.0
596,IA,Humboldt,3.0,7.0,4.0,1.0
597,IA,Ida,2.0,5.0,2.0,1.0
598,IA,Iowa,4.0,13.0,6.0,2.0
599,IA,Jackson,2.0,16.0,6.0,3.0
600,IA,Jasper,6.0,24.0,17.0,3.0
601,IA,Jefferson,2.0,9.0,13.0,1.0
602,IA,Johnson,20.0,47.0,110.0,4.0
603,IA,Jones,4.0,9.0,5.0,3.0
604,IA,Keokuk,4.0,6.0,3.0,0.0
605,IA,Kossuth,7.0,9.0,9.0,3.0
606,IA,Lee,7.0,19.0,21.0,4.0
607,IA,Linn,29.0,86.0,166.0,10.0
608,IA,Louisa,4.0,7.0,3.0,1.0
609,IA,Lucas,1.0,7.0,3.0,1.0
610,IA,Lyon,5.0,8.0,4.0,2.0
611,IA,Madison,2.0,7.0,3.0,1.0
612,IA,Mahaska,3.0,13.0,9.0,2.0
613,IA,Marion,8.0,14.0,19.0,3.0
614,IA,Marshall,9.0,21.0,22.0,4.0
615,IA,Mills,3.0,7.0,4.0,1.0
616,IA,Mitchell,5.0,7.0,4.0,3.0
617,IA,Monona,2.0,8.0,6.0,0.0
618,IA,Monroe,2.0,5.0,3.0,2.0
619,IA,Montgomery,3.0,6.0,6.0,1.0
620,IA,Muscatine,7.0,21.0,34.0,3.0
621,IA,O'Brien,7.0,11.0,11.0,3.0
622,IA,Osceola,2.0,2.0,2.0,1.0
623,IA,Page,4.0,5.0,7.0,2.0
624,IA,Palo Alto,2.0,6.0,7.0,1.0
625,IA,Plymouth,5.0,10.0,16.0,3.0
626,IA,Pocahontas,2.0,7.0,3.0,3.0
627,IA,Polk,79.0,182.0,368.0,15.0
628,IA,Pottawattamie,11.0,49.0,70.0,2.0
629,IA,Poweshiek,6.0,11.0,11.0,1.0
630,IA,Ringgold,2.0,4.0,3.0,0.0
631,IA,Sac,3.0,7.0,1.0,0.0
632,IA,Scott,25.0,91.0,135.0,5.0
633,IA,Shelby,3.0,7.0,7.0,1.0
634,IA,Sioux,8.0,18.0,22.0,2.0
635,IA,Story,12.0,34.0,72.0,5.0
636,IA,Tama,5.0,11.0,4.0,2.0
637,IA,Taylor,2.0,4.0,0.0,0.0
638,IA,Union,2.0,8.0,6.0,1.0
639,IA,Van Buren,5.0,5.0,2.0,3.0
640,IA,Wapello,7.0,24.0,26.0,3.0
641,IA,Warren,5.0,24.0,19.0,3.0
642,IA,Washington,4.0,13.0,8.0,2.0
643,IA,Wayne,2.0,5.0,0.0,0.0
644,IA,Webster,6.0,21.0,26.0,2.0
645,IA,Winnebago,3.0,8.0,5.0,2.0
646,IA,Winneshiek,5.0,11.0,10.0,2.0
647,IA,Woodbury,18.0,50.0,96.0,3.0
648,IA,Worth,2.0,5.0,2.0,2.0
649,IA,Wright,5.0,10.0,9.0,2.0
650,ID,Ada,47.0,112.0,320.0,7.0
651,ID,Adams,0.0,5.0,0.0,0.0
652,ID,Bannock,11.0,34.0,71.0,3.0
653,ID,Bear Lake,2.0,6.0,3.0,0.0
654,ID,Benewah,3.0,5.0,6.0,1.0
655,ID,Bingham,6.0,18.0,17.0,0.0
656,ID,Blaine,5.0,11.0,28.0,2.0
657,ID,Boise,2.0,7.0,2.0,1.0
658,ID,Bonner,12.0,23.0,23.0,4.0
659,ID,Bonneville,10.0,46.0,79.0,1.0
660,ID,Boundary,5.0,5.0,6.0,1.0
661,ID,Butte,1.0,4.0,1.0,0.0
662,ID,Camas,1.0,0.0,2.0,0.0
663,ID,Canyon,25.0,56.0,109.0,4.0
664,ID,Caribou,3.0,4.0,2.0,1.0
665,ID,Cassia,5.0,21.0,22.0,0.0
666,ID,Clark,0.0,2.0,0.0,0.0
667,ID,Clearwater,5.0,3.0,4.0,1.0
668,ID,Custer,4.0,6.0,4.0,2.0
669,ID,Elmore,4.0,9.0,12.0,1.0
670,ID,Franklin,2.0,8.0,6.0,0.0
671,ID,Fremont,2.0,7.0,5.0,1.0
672,ID,Gem,1.0,8.0,10.0,1.0
673,ID,Gooding,5.0,4.0,7.0,1.0
674,ID,Idaho,5.0,9.0,5.0,1.0
675,ID,Jefferson,2.0,8.0,12.0,0.0
676,ID,Jerome,2.0,9.0,10.0,0.0
677,ID,Kootenai,20.0,65.0,108.0,6.0
678,ID,Latah,7.0,13.0,30.0,6.0
679,ID,Lemhi,5.0,7.0,3.0,1.0
680,ID,Lewis,4.0,2.0,2.0,1.0
681,ID,Lincoln,2.0,3.0,0.0,1.0
682,ID,Madison,2.0,11.0,29.0,1.0
683,ID,Minidoka,1.0,11.0,5.0,1.0
684,ID,Nez Perce,11.0,16.0,29.0,1.0
685,ID,Oneida,1.0,4.0,4.0,0.0
686,ID,Owyhee,3.0,3.0,6.0,1.0
687,ID,Payette,5.0,13.0,9.0,1.0
688,ID,Power,1.0,2.0,4.0,0.0
689,ID,Shoshone,6.0,10.0,5.0,1.0
690,ID,Teton,2.0,5.0,4.0,2.0
691,ID,Twin Falls,17.0,30.0,66.0,4.0
692,ID,Valley,5.0,9.0,6.0,2.0
693,ID,Washington,2.0,6.0,7.0,2.0
694,IL,Adams,11.0,28.0,34.0,2.0
695,IL,Alexander,2.0,3.0,1.0,0.0
696,IL,Bond,1.0,10.0,9.0,0.0
697,IL,Boone,6.0,21.0,27.0,2.0
698,IL,Brown,1.0,2.0,4.0,1.0
699,IL,Bureau,5.0,22.0,12.0,1.0
700,IL,Calhoun,3.0,0.0,1.0,0.0
701,IL,Carroll,3.0,11.0,11.0,2.0
702,IL,Cass,5.0,11.0,7.0,0.0
703,IL,Champaign,38.0,72.0,184.0,6.0
704,IL,Christian,8.0,20.0,16.0,2.0
705,IL,Clark,3.0,8.0,13.0,0.0
706,IL,Clay,2.0,7.0,9.0,1.0
707,IL,Clinton,8.0,22.0,17.0,1.0
708,IL,Coles,9.0,17.0,44.0,4.0
709,IL,Cook,1465.0,1331.0,4642.0,113.0
710,IL,Crawford,5.0,9.0,14.0,1.0
711,IL,Cumberland,2.0,5.0,3.0,0.0
712,IL,De Witt,4.0,8.0,11.0,1.0
713,IL,DeKalb,11.0,39.0,81.0,2.0
714,IL,Douglas,11.0,12.0,18.0,1.0
715,IL,DuPage,163.0,296.0,875.0,17.0
716,IL,Edgar,3.0,10.0,12.0,1.0
717,IL,Edwards,2.0,5.0,4.0,1.0
718,IL,Effingham,7.0,25.0,41.0,0.0
719,IL,Fayette,3.0,10.0,11.0,0.0
720,IL,Ford,2.0,9.0,8.0,2.0
721,IL,Franklin,5.0,26.0,23.0,2.0
722,IL,Fulton,5.0,21.0,20.0,2.0
723,IL,Gallatin,0.0,4.0,0.0,0.0
724,IL,Greene,5.0,10.0,6.0,2.0
725,IL,Grundy,6.0,18.0,41.0,1.0
726,IL,Hamilton,1.0,4.0,3.0,0.0
727,IL,Hancock,4.0,14.0,10.0,1.0
728,IL,Hardin,1.0,3.0,0.0,0.0
729,IL,Henderson,2.0,5.0,3.0,0.0
730,IL,Henry,8.0,29.0,23.0,0.0
731,IL,Iroquois,8.0,13.0,17.0,1.0
732,IL,Jackson,13.0,22.0,44.0,10.0
733,IL,Jasper,1.0,4.0,6.0,0.0
734,IL,Jefferson,8.0,15.0,31.0,0.0
735,IL,Jersey,4.0,7.0,14.0,1.0
736,IL,Jo Daviess,4.0,11.0,11.0,7.0
737,IL,Johnson,2.0,7.0,4.0,1.0
738,IL,Kane,74.0,138.0,333.0,11.0
739,IL,Kankakee,20.0,48.0,78.0,6.0
740,IL,Kendall,9.0,30.0,76.0,2.0
741,IL,Knox,9.0,20.0,38.0,2.0
742,IL,LaSalle,22.0,52.0,73.0,8.0
743,IL,Lake,117.0,200.0,567.0,18.0
744,IL,Lawrence,0.0,7.0,5.0,1.0
745,IL,Lee,5.0,20.0,14.0,1.0
746,IL,Livingston,10.0,28.0,22.0,2.0
747,IL,Logan,4.0,12.0,14.0,3.0
748,IL,Macon,21.0,53.0,68.0,2.0
749,IL,Macoupin,10.0,27.0,22.0,0.0
750,IL,Madison,48.0,113.0,180.0,4.0
751,IL,Marion,4.0,23.0,26.0,1.0
752,IL,Marshall,4.0,11.0,6.0,0.0
753,IL,Mason,2.0,9.0,8.0,0.0
754,IL,Massac,2.0,7.0,6.0,0.0
755,IL,McDonough,8.0,15.0,23.0,1.0
756,IL,McHenry,46.0,90.0,231.0,8.0
757,IL,McLean,28.0,63.0,140.0,4.0
758,IL,Menard,3.0,4.0,3.0,2.0
759,IL,Mercer,2.0,11.0,4.0,1.0
760,IL,Monroe,4.0,13.0,20.0,2.0
761,IL,Montgomery,4.0,26.0,22.0,2.0
762,IL,Morgan,3.0,20.0,22.0,1.0
763,IL,Moultrie,1.0,7.0,3.0,0.0
764,IL,Ogle,8.0,28.0,32.0,7.0
765,IL,Peoria,53.0,69.0,134.0,2.0
766,IL,Perry,3.0,10.0,11.0,2.0
767,IL,Piatt,3.0,7.0,6.0,1.0
768,IL,Pike,5.0,13.0,6.0,1.0
769,IL,Pope,1.0,1.0,0.0,1.0
770,IL,Pulaski,3.0,4.0,1.0,0.0
771,IL,Putnam,2.0,2.0,0.0,0.0
772,IL,Randolph,7.0,16.0,18.0,1.0
773,IL,Richland,4.0,6.0,13.0,2.0
774,IL,Rock Island,26.0,71.0,111.0,3.0
775,IL,Saline,6.0,19.0,20.0,0.0
776,IL,Sangamon,31.0,76.0,171.0,2.0
777,IL,Schuyler,1.0,4.0,3.0,1.0
778,IL,Scott,1.0,3.0,1.0,0.0
779,IL,Shelby,4.0,17.0,7.0,1.0
780,IL,St. Clair,45.0,124.0,196.0,3.0
781,IL,Stark,1.0,3.0,0.0,0.0
782,IL,Stephenson,7.0,25.0,23.0,4.0
783,IL,Tazewell,16.0,57.0,107.0,4.0
784,IL,Union,4.0,8.0,16.0,1.0
785,IL,Vermilion,20.0,33.0,46.0,1.0
786,IL,Wabash,2.0,6.0,9.0,0.0
787,IL,Warren,6.0,6.0,8.0,1.0
788,IL,Washington,8.0,10.0,9.0,2.0
789,IL,Wayne,3.0,10.0,6.0,1.0
790,IL,White,5.0,10.0,9.0,0.0
791,IL,Whiteside,7.0,26.0,33.0,4.0
792,IL,Will,91.0,178.0,501.0,8.0
793,IL,Williamson,14.0,32.0,48.0,4.0
794,IL,Winnebago,58.0,122.0,213.0,9.0
795,IL,Woodford,5.0,21.0,18.0,1.0
796,IN,Adams,4.0,13.0,14.0,1.0
797,IN,Allen,56.0,129.0,250.0,8.0
798,IN,Bartholomew,12.0,34.0,71.0,4.0
799,IN,Benton,2.0,4.0,4.0,0.0
800,IN,Blackford,3.0,7.0,5.0,0.0
801,IN,Boone,7.0,17.0,41.0,3.0
802,IN,Brown,1.0,6.0,5.0,2.0
803,IN,Carroll,5.0,8.0,12.0,0.0
804,IN,Cass,8.0,17.0,31.0,1.0
805,IN,Clark,14.0,36.0,85.0,2.0
806,IN,Clay,5.0,13.0,15.0,0.0
807,IN,Clinton,6.0,14.0,23.0,1.0
808,IN,Crawford,1.0,6.0,1.0,2.0
809,IN,Daviess,6.0,11.0,18.0,0.0
810,IN,DeKalb,5.0,13.0,28.0,1.0
811,IN,Dearborn,7.0,21.0,25.0,2.0
812,IN,Decatur,6.0,9.0,20.0,1.0
813,IN,Delaware,13.0,63.0,83.0,3.0
814,IN,Dubois,11.0,23.0,36.0,1.0
815,IN,Elkhart,37.0,69.0,145.0,5.0
816,IN,Fayette,3.0,11.0,23.0,1.0
817,IN,Floyd,10.0,25.0,72.0,3.0
818,IN,Fountain,3.0,11.0,7.0,0.0
819,IN,Franklin,6.0,11.0,14.0,1.0
820,IN,Fulton,4.0,9.0,14.0,1.0
821,IN,Gibson,6.0,15.0,23.0,2.0
822,IN,Grant,7.0,44.0,50.0,4.0
823,IN,Greene,7.0,13.0,16.0,2.0
824,IN,Hamilton,37.0,61.0,247.0,7.0
825,IN,Hancock,5.0,19.0,43.0,3.0
826,IN,Harrison,3.0,13.0,16.0,2.0
827,IN,Hendricks,12.0,44.0,127.0,5.0
828,IN,Henry,7.0,26.0,27.0,2.0
829,IN,Howard,12.0,56.0,75.0,1.0
830,IN,Huntington,5.0,23.0,30.0,3.0
831,IN,Jackson,8.0,26.0,34.0,2.0
832,IN,Jasper,9.0,17.0,23.0,2.0
833,IN,Jay,3.0,6.0,9.0,2.0
834,IN,Jefferson,6.0,9.0,20.0,1.0
835,IN,Jennings,3.0,10.0,11.0,1.0
836,IN,Johnson,11.0,43.0,134.0,2.0
837,IN,Knox,3.0,19.0,28.0,2.0
838,IN,Kosciusko,12.0,28.0,60.0,3.0
839,IN,LaGrange,5.0,12.0,11.0,3.0
840,IN,LaPorte,20.0,55.0,72.0,5.0
841,IN,Lake,78.0,231.0,409.0,7.0
842,IN,Lawrence,8.0,25.0,21.0,1.0
843,IN,Madison,18.0,54.0,77.0,5.0
844,IN,Marion,166.0,350.0,832.0,20.0
845,IN,Marshall,8.0,19.0,39.0,4.0
846,IN,Martin,3.0,6.0,10.0,0.0
847,IN,Miami,10.0,19.0,21.0,1.0
848,IN,Monroe,20.0,47.0,107.0,4.0
849,IN,Montgomery,7.0,29.0,29.0,1.0
850,IN,Morgan,6.0,36.0,35.0,2.0
851,IN,Newton,2.0,8.0,10.0,0.0
852,IN,Noble,8.0,18.0,24.0,3.0
853,IN,Ohio,1.0,2.0,2.0,1.0
854,IN,Orange,4.0,7.0,12.0,3.0
855,IN,Owen,2.0,8.0,6.0,1.0
856,IN,Parke,1.0,9.0,5.0,2.0
857,IN,Perry,2.0,10.0,12.0,2.0
858,IN,Pike,4.0,9.0,3.0,1.0
859,IN,Porter,14.0,60.0,114.0,3.0
860,IN,Posey,3.0,13.0,6.0,2.0
861,IN,Pulaski,1.0,6.0,7.0,0.0
862,IN,Putnam,3.0,17.0,21.0,3.0
863,IN,Randolph,4.0,13.0,9.0,1.0
864,IN,Ripley,8.0,13.0,17.0,2.0
865,IN,Rush,3.0,11.0,9.0,1.0
866,IN,Scott,4.0,14.0,20.0,1.0
867,IN,Shelby,5.0,20.0,26.0,1.0
868,IN,Spencer,4.0,13.0,9.0,0.0
869,IN,St. Joseph,41.0,99.0,206.0,5.0
870,IN,Starke,4.0,6.0,7.0,1.0
871,IN,Steuben,7.0,22.0,19.0,1.0
872,IN,Sullivan,3.0,8.0,11.0,0.0
873,IN,Switzerland,3.0,5.0,4.0,1.0
874,IN,Tippecanoe,25.0,60.0,140.0,4.0
875,IN,Tipton,2.0,6.0,10.0,1.0
876,IN,Union,1.0,5.0,4.0,0.0
877,IN,Vanderburgh,40.0,74.0,163.0,3.0
878,IN,Vermillion,3.0,10.0,7.0,0.0
879,IN,Vigo,16.0,41.0,89.0,1.0
880,IN,Wabash,7.0,16.0,27.0,2.0
881,IN,Warren,2.0,5.0,0.0,0.0
882,IN,Warrick,8.0,17.0,30.0,2.0
883,IN,Washington,5.0,7.0,11.0,1.0
884,IN,Wayne,8.0,30.0,45.0,2.0
885,IN,Wells,2.0,9.0,12.0,1.0
886,IN,White,3.0,17.0,17.0,1.0
887,IN,Whitley,4.0,16.0,20.0,0.0
888,KS,Allen,2.0,7.0,6.0,3.0
889,KS,Anderson,4.0,3.0,3.0,1.0
890,KS,Atchison,4.0,9.0,8.0,1.0
891,KS,Barber,3.0,4.0,4.0,1.0
892,KS,Barton,4.0,12.0,17.0,1.0
893,KS,Bourbon,3.0,6.0,11.0,1.0
894,KS,Brown,3.0,6.0,5.0,1.0
895,KS,Butler,5.0,23.0,52.0,2.0
896,KS,Chase,0.0,1.0,2.0,0.0
897,KS,Chautauqua,1.0,3.0,0.0,0.0
898,KS,Cherokee,4.0,8.0,14.0,0.0
899,KS,Cheyenne,3.0,2.0,1.0,0.0
900,KS,Clark,1.0,0.0,1.0,0.0
901,KS,Clay,2.0,2.0,6.0,0.0
902,KS,Cloud,2.0,4.0,6.0,2.0
903,KS,Coffey,2.0,6.0,7.0,3.0
904,KS,Comanche,2.0,2.0,0.0,0.0
905,KS,Cowley,4.0,14.0,17.0,2.0
906,KS,Crawford,5.0,18.0,16.0,1.0
907,KS,Decatur,1.0,1.0,1.0,1.0
908,KS,Dickinson,4.0,9.0,9.0,1.0
909,KS,Doniphan,2.0,3.0,1.0,0.0
910,KS,Douglas,19.0,30.0,101.0,6.0
911,KS,Edwards,1.0,2.0,0.0,1.0
912,KS,Elk,0.0,2.0,1.0,0.0
913,KS,Ellis,4.0,17.0,29.0,2.0
914,KS,Ellsworth,2.0,7.0,2.0,0.0
915,KS,Finney,5.0,13.0,24.0,1.0
916,KS,Ford,6.0,15.0,20.0,1.0
917,KS,Franklin,4.0,13.0,14.0,1.0
918,KS,Geary,3.0,14.0,26.0,3.0
919,KS,Gove,2.0,2.0,3.0,0.0
920,KS,Graham,1.0,3.0,2.0,0.0
921,KS,Grant,1.0,2.0,5.0,0.0
922,KS,Gray,2.0,2.0,1.0,0.0
923,KS,Greeley,1.0,1.0,0.0,1.0
924,KS,Greenwood,2.0,4.0,2.0,2.0
925,KS,Hamilton,1.0,2.0,1.0,1.0
926,KS,Harper,4.0,3.0,1.0,2.0
927,KS,Harvey,6.0,9.0,24.0,2.0
928,KS,Haskell,3.0,2.0,1.0,0.0
929,KS,Hodgeman,1.0,1.0,0.0,0.0
930,KS,Jackson,3.0,5.0,8.0,1.0
931,KS,Jefferson,3.0,14.0,2.0,1.0
932,KS,Jewell,2.0,1.0,2.0,0.0
933,KS,Johnson,83.0,111.0,413.0,9.0
934,KS,Kearny,1.0,2.0,2.0,0.0
935,KS,Kingman,2.0,1.0,4.0,0.0
936,KS,Kiowa,0.0,1.0,2.0,0.0
937,KS,Labette,4.0,12.0,14.0,1.0
938,KS,Lane,1.0,1.0,1.0,0.0
939,KS,Leavenworth,7.0,18.0,35.0,1.0
940,KS,Lincoln,1.0,2.0,0.0,0.0
941,KS,Linn,3.0,10.0,2.0,0.0
942,KS,Logan,1.0,2.0,1.0,0.0
943,KS,Lyon,10.0,14.0,22.0,1.0
944,KS,Marion,6.0,4.0,5.0,2.0
945,KS,Marshall,4.0,9.0,5.0,2.0
946,KS,McPherson,7.0,9.0,20.0,3.0
947,KS,Meade,1.0,4.0,2.0,0.0
948,KS,Miami,4.0,13.0,16.0,1.0
949,KS,Mitchell,2.0,7.0,4.0,0.0
950,KS,Montgomery,3.0,19.0,25.0,3.0
951,KS,Morris,1.0,2.0,5.0,0.0
952,KS,Morton,3.0,1.0,2.0,0.0
953,KS,Nemaha,5.0,5.0,2.0,2.0
954,KS,Neosho,4.0,6.0,6.0,2.0
955,KS,Ness,3.0,0.0,2.0,0.0
956,KS,Norton,2.0,3.0,3.0,1.0
957,KS,Osage,1.0,12.0,4.0,2.0
958,KS,Osborne,3.0,3.0,2.0,1.0
959,KS,Ottawa,1.0,3.0,1.0,0.0
960,KS,Pawnee,1.0,2.0,4.0,0.0
961,KS,Phillips,3.0,2.0,5.0,0.0
962,KS,Pottawatomie,7.0,10.0,16.0,0.0
963,KS,Pratt,2.0,2.0,10.0,0.0
964,KS,Rawlins,2.0,2.0,0.0,0.0
965,KS,Reno,10.0,22.0,50.0,3.0
966,KS,Republic,2.0,3.0,1.0,2.0
967,KS,Rice,3.0,5.0,9.0,1.0
968,KS,Riley,8.0,23.0,49.0,2.0
969,KS,Rooks,3.0,3.0,2.0,0.0
970,KS,Rush,0.0,2.0,2.0,1.0
971,KS,Russell,2.0,5.0,4.0,1.0
972,KS,Saline,6.0,18.0,52.0,2.0
973,KS,Scott,1.0,1.0,4.0,0.0
974,KS,Sedgwick,74.0,134.0,461.0,8.0
975,KS,Seward,5.0,6.0,10.0,2.0
976,KS,Shawnee,28.0,64.0,165.0,6.0
977,KS,Sheridan,2.0,3.0,1.0,1.0
978,KS,Sherman,0.0,3.0,6.0,1.0
979,KS,Smith,3.0,1.0,2.0,1.0
980,KS,Stafford,2.0,2.0,1.0,1.0
981,KS,Stanton,0.0,1.0,1.0,0.0
982,KS,Stevens,2.0,3.0,4.0,0.0
983,KS,Sumner,4.0,9.0,12.0,1.0
984,KS,Thomas,2.0,2.0,7.0,1.0
985,KS,Trego,1.0,4.0,2.0,0.0
986,KS,Wabaunsee,3.0,4.0,3.0,0.0
987,KS,Wallace,1.0,0.0,0.0,0.0
988,KS,Washington,5.0,4.0,1.0,2.0
989,KS,Wichita,1.0,1.0,1.0,1.0
990,KS,Wilson,2.0,10.0,2.0,0.0
991,KS,Woodson,0.0,2.0,2.0,0.0
992,KS,Wyandotte,26.0,52.0,111.0,5.0
993,KY,Adair,4.0,10.0,7.0,2.0
994,KY,Allen,5.0,8.0,7.0,0.0
995,KY,Anderson,2.0,9.0,15.0,1.0
996,KY,Ballard,3.0,6.0,3.0,1.0
997,KY,Barren,10.0,23.0,34.0,4.0
998,KY,Bath,4.0,6.0,6.0,1.0
999,KY,Bell,6.0,10.0,24.0,0.0
1000,KY,Boone,15.0,44.0,129.0,1.0
1001,KY,Bourbon,4.0,9.0,14.0,1.0
1002,KY,Boyd,7.0,33.0,65.0,1.0
1003,KY,Boyle,4.0,14.0,25.0,1.0
1004,KY,Bracken,1.0,8.0,2.0,0.0
1005,KY,Breathitt,4.0,5.0,4.0,1.0
1006,KY,Breckinridge,6.0,11.0,5.0,1.0
1007,KY,Bullitt,5.0,28.0,37.0,0.0
1008,KY,Butler,3.0,5.0,6.0,0.0
1009,KY,Caldwell,3.0,7.0,14.0,0.0
1010,KY,Calloway,3.0,17.0,28.0,1.0
1011,KY,Campbell,17.0,33.0,74.0,6.0
1012,KY,Carlisle,1.0,4.0,3.0,1.0
1013,KY,Carroll,3.0,5.0,13.0,1.0
1014,KY,Carter,6.0,19.0,18.0,1.0
1015,KY,Casey,5.0,13.0,3.0,0.0
1016,KY,Christian,12.0,33.0,50.0,2.0
1017,KY,Clark,6.0,18.0,32.0,1.0
1018,KY,Clay,4.0,10.0,11.0,0.0
1019,KY,Clinton,2.0,7.0,7.0,1.0
1020,KY,Crittenden,3.0,2.0,5.0,1.0
1021,KY,Cumberland,2.0,8.0,3.0,0.0
1022,KY,Daviess,16.0,58.0,72.0,1.0
1023,KY,Edmonson,2.0,5.0,3.0,1.0
1024,KY,Elliott,1.0,2.0,2.0,1.0
1025,KY,Estill,3.0,3.0,8.0,1.0
1026,KY,Fayette,65.0,109.0,304.0,5.0
1027,KY,Fleming,3.0,10.0,4.0,1.0
1028,KY,Floyd,12.0,25.0,28.0,1.0
1029,KY,Franklin,6.0,33.0,41.0,1.0
1030,KY,Fulton,2.0,4.0,4.0,0.0
1031,KY,Gallatin,2.0,6.0,2.0,0.0
1032,KY,Garrard,1.0,10.0,4.0,1.0
1033,KY,Grant,2.0,18.0,17.0,3.0
1034,KY,Graves,5.0,19.0,18.0,2.0
1035,KY,Grayson,5.0,27.0,16.0,1.0
1036,KY,Green,1.0,5.0,6.0,0.0
1037,KY,Greenup,6.0,22.0,23.0,1.0
1038,KY,Hancock,0.0,3.0,3.0,0.0
1039,KY,Hardin,14.0,49.0,71.0,3.0
1040,KY,Harlan,8.0,15.0,21.0,1.0
1041,KY,Harrison,3.0,9.0,10.0,1.0
1042,KY,Hart,5.0,9.0,5.0,1.0
1043,KY,Henderson,7.0,28.0,32.0,1.0
1044,KY,Henry,3.0,12.0,6.0,1.0
1045,KY,Hickman,2.0,7.0,0.0,0.0
1046,KY,Hopkins,6.0,22.0,32.0,0.0
1047,KY,Jackson,2.0,7.0,4.0,1.0
1048,KY,Jefferson,155.0,267.0,660.0,17.0
1049,KY,Jessamine,5.0,22.0,35.0,1.0
1050,KY,Johnson,5.0,15.0,19.0,1.0
1051,KY,Kenton,29.0,61.0,95.0,2.0
1052,KY,Knott,3.0,7.0,6.0,0.0
1053,KY,Knox,9.0,17.0,22.0,0.0
1054,KY,Larue,2.0,8.0,7.0,0.0
1055,KY,Laurel,8.0,37.0,41.0,1.0
1056,KY,Lawrence,3.0,8.0,9.0,1.0
1057,KY,Lee,3.0,1.0,3.0,0.0
1058,KY,Leslie,3.0,7.0,3.0,0.0
1059,KY,Letcher,4.0,4.0,12.0,1.0
1060,KY,Lewis,5.0,6.0,5.0,1.0
1061,KY,Lincoln,5.0,17.0,10.0,1.0
1062,KY,Livingston,4.0,7.0,4.0,0.0
