State,County,Urban_Percentage,Total_Population,Housing_Units,Median_Family_Income,Population_Half_Percent,Low_Income_Half_Percent,Vehicle_Half_Percent,Population_1_Percent,Low_Income_1_Percent,Vehicle_1_Percent
Hawaii,Kauai County,42.857142857142854,67091,23240,83543.69230769231,85.75814937920138,19.935609843347095,1.1998628728145355,64.60180948264298,14.788868849771205,0.9062318343742082
Hawaii,Maui County,76.47058823529412,154834,53886,85205.55882352941,67.87204360799308,14.896598938217704,0.9888009093609931,40.13007478977485,8.808788767325005,0.490202410323314
Idaho,Ada County,93.22033898305084,392365,148445,80933.16949152542,74.06496501981573,18.66348935302588,0.8344271278019191,34.32594650389306,7.174697029551566,0.2859582276706638
Idaho,Adams County,0.0,3976,1748,56669.0,79.80382293762575,29.42655935613682,1.056338028169014,75.80482897384306,27.590543259557343,0.9808853118712274
Idaho,Bannock County,81.81818181818183,82839,30682,60147.818181818184,81.4785306437789,30.706551262086702,1.2952836224483637,44.55630801916971,14.456958678883137,0.5130433732903584
Idaho,Bear Lake County,0.0,5986,2281,63625.0,83.17741396592048,24.84129635816906,1.1526896090878718,59.856331440026736,15.35248914132977,0.6014032743067156
Idaho,Benewah County,0.0,9285,3837,54056.5,79.89229940764673,31.93322563274098,1.4539579967689822,62.28325255788907,24.620355411954765,1.0339256865912763
Idaho,Bingham County,37.5,45607,14999,59718.5,88.91178985682022,33.431271515337556,0.607362904817243,71.26756857499944,25.46977437674041,0.3815203806433223
Idaho,Blaine County,0.0,21376,8823,73123.0,76.73559131736528,26.263098802395206,0.6502619760479043,57.438248502994014,20.770958083832337,0.38828592814371254
Idaho,Boise County,0.0,7028,2974,66304.0,96.98349459305634,32.47011952191235,1.5224815025611838,94.83494593056346,31.531018782014797,1.4940239043824701
Idaho,Bonner County,11.11111111111111,40877,17100,59253.22222222222,86.01413998091837,28.793698167673753,1.4873889962570639,72.54935538322283,22.790322186070405,0.919832668737921
Idaho,Bonneville County,85.71428571428571,104234,36629,68625.76190476191,77.02189304833355,25.13191473031832,1.1714028052267016,46.868584147207244,13.179001093693039,0.45282729243816794
Idaho,Boundary County,0.0,10972,4421,59740.5,93.99380240612469,31.89938024061247,0.8749544294567991,87.04885162231135,28.463361283266497,0.7564710171345242
Idaho,Butte County,0.0,2891,1129,52181.0,70.07955724662747,24.489795918367346,0.7609823590453131,62.02006226219301,21.272915946039433,0.5534417156693185
Idaho,Camas County,0.0,1117,487,55875.0,100.0,44.49418084153984,0.35810205908683973,100.0,44.49418084153984,0.35810205908683973
Idaho,Canyon County,72.41379310344827,188923,63604,54029.55172413793,78.4081345309994,33.24952493873165,0.9151876690503538,43.56219200414984,16.462262403201304,0.406514823499521
Idaho,Caribou County,0.0,6963,2606,67430.5,67.72942697113314,19.38819474364498,1.3643544449231653,48.944420508401556,14.27545598161712,0.9191440471061324
Idaho,Cassia County,16.666666666666664,22952,7666,58521.666666666664,89.02927849424887,36.258278145695364,1.1545834785639597,66.82206343673755,25.0130707563611,0.5794701986754967
Idaho,Clark County,0.0,982,345,50833.0,100.0,50.71283095723014,0.5091649694501018,100.0,50.71283095723014,0.5091649694501018
Idaho,Clearwater County,0.0,8761,3660,54853.0,77.83358064147929,27.99908686223034,0.9245519917817601,58.31526081497545,20.43145759616482,0.5364684396758361
Idaho,Custer County,0.0,4368,1936,56016.0,72.36721611721612,33.74542124542125,0.13736263736263737,57.417582417582416,25.984432234432237,0.11446886446886448
Idaho,Elmore County,40.0,27038,10140,51620.6,89.9844663066795,36.77416968710703,1.6014498113765812,60.55551446112878,24.905688290554036,0.9283231008210666
Idaho,Franklin County,0.0,12786,4079,61468.5,83.89644924135774,25.879868606288127,0.5318316909119349,67.75379321132489,19.40403566400751,0.3050211168465509
Idaho,Fremont County,33.33333333333333,13242,4436,59883.666666666664,83.49947137894577,31.61909077178674,0.5135175955293763,66.77239087751094,24.263706388763026,0.40779338468509285
Idaho,Gem County,33.33333333333333,16719,6495,50564.0,97.03331538967642,38.14821460613673,1.6747413122794426,75.07626054189845,27.42388898857587,1.010826006340092
Idaho,Gooding County,0.0,15464,5531,60619.5,61.64640455250905,25.724262803931712,0.4591308846352819,46.92834971546818,19.141231246766687,0.22633212622866014
Idaho,Idaho County,0.0,16267,6834,50685.2,77.42669207598205,36.570971906313396,1.13727177721768,68.50064547857626,32.42146677322186,1.0389131370258806
Idaho,Jefferson County,25.0,26140,8146,62706.0,94.41469013006886,33.817903596021424,0.41698546289211935,84.38791124713083,30.45141545524101,0.3825554705432288
Idaho,Jerome County,40.0,22374,7540,55516.4,85.85411638508984,36.511128989005094,0.7464020738357021,69.8578707428265,27.93867882363458,0.40672208813801736
Idaho,Kootenai County,68.0,138494,54200,67507.88,78.94999061331177,23.343971579996246,0.7350498938582177,51.352405158346215,13.77677011278467,0.3639146822245007
Idaho,Latah County,57.14285714285714,37244,14708,69451.14285714286,60.58157018580174,21.053055525722264,1.1679733648372892,32.28707979808828,9.800236279669209,0.46987434217592094
Idaho,Lemhi County,0.0,7936,3576,56975.0,85.78629032258065,36.02570564516129,1.3356854838709677,72.265625,30.115927419354836,1.033266129032258
Idaho,Lewis County,0.0,3821,1657,53659.666666666664,76.62915467155194,29.782779377126406,1.5179272441769172,65.24470034022507,23.8680973567129,1.0991886940591469
Idaho,Lincoln County,0.0,5208,1705,54250.0,100.0,42.81874039938556,0.32642089093702,100.0,42.81874039938556,0.32642089093702
Idaho,Madison County,66.66666666666666,37536,10611,43817.666666666664,83.28271526001704,44.49861466325661,0.7992327365728901,51.00170502983802,22.45843989769821,0.21046462063086102
Idaho,Minidoka County,40.0,20069,7170,56305.2,86.16273855199562,37.24151676715332,0.7623698241068314,64.98081618416464,26.822462504359954,0.5680402610992077
Idaho,Nez Perce County,80.0,39265,16241,69209.6,64.3830383293009,19.763147841589202,1.1154972621927925,35.16108493569337,10.630332357060995,0.37183242073093087
Idaho,Oneida County,0.0,4286,1545,58438.0,85.93093793747083,32.034531031264585,0.2099860009332711,63.625758282781156,24.05506299580028,0.0699953336444237
Idaho,Owyhee County,0.0,11526,4076,50630.666666666664,78.6569495054659,30.895366996356067,1.0584764879403088,63.708138122505645,22.618427902134304,0.8415755682804095
Idaho,Payette County,50.0,22623,8262,59498.75,86.2971312381205,30.941961720373072,0.6718825973566724,60.30146311276135,21.71683684745613,0.4508685850682933
Idaho,Power County,0.0,7817,2641,59552.0,73.39132659588077,30.344121785851353,0.3837789433286427,43.738006908020985,19.521555583983623,0.17909684022003328
Idaho,Shoshone County,33.33333333333333,12765,5605,50806.0,58.63689776733255,23.697610654132394,1.3474343909126518,44.18331374853114,17.955346650998823,0.9870740305522914
Idaho,Teton County,0.0,10170,3651,76013.0,93.13667649950835,24.56243854473943,0.344149459193707,86.3913470993117,22.822025565388397,0.3048180924287119
Idaho,Twin Falls County,57.14285714285714,77230,28760,62182.71428571428,66.54020458371099,24.920367732746342,0.8377573481807588,33.11666450861065,11.223617765117183,0.33665673960896025
Idaho,Valley County,0.0,9862,4393,66598.66666666667,83.70513080511053,29.993916041370916,1.6832285540458327,67.74487933482052,24.15331575745285,1.024133035895356
Idaho,Washington County,0.0,10198,4034,49354.0,76.70131398313394,31.378701706216905,1.7748578152578935,49.480290252990784,19.150813885075504,1.000196116885664
Illinois,Adams County,72.22222222222221,67103,27375,61058.166666666664,73.5600494761784,20.756150991758936,1.935829992697793,43.39597335439549,9.084541674738835,0.45750562567992487
Illinois,Alexander County,50.0,8238,3329,38091.5,100.0,49.64797280893421,3.374605486768633,100.0,49.64797280893421,3.374605486768633
Illinois,Bond County,25.0,17768,6427,77068.75,88.80009004952724,27.515758667266997,1.8291310220621342,74.45407474110762,22.518009905447997,1.2438090950022513
Illinois,Boone County,71.42857142857143,54165,18505,73284.57142857143,84.46967599003045,22.680697867626694,0.9600295393704421,57.10329548601495,11.627434690298163,0.26770054463214255
Illinois,Brown County,50.0,6937,2099,78600.5,72.79803949834222,18.7977511892749,1.0523280957186105,69.64105521118638,17.860746720484357,0.5477872279083178
Illinois,Bureau County,30.0,34978,14262,68229.5,92.11218480187546,26.347990165246728,1.8354394190634111,82.03728057636228,23.48619132025845,1.4666361713076792
Illinois,Calhoun County,0.0,5089,2085,71343.0,93.10277068186285,25.741796030654353,2.1615248575358614,83.72961289054824,21.811750835134607,1.9453723717822755
Illinois,Carroll County,16.666666666666664,15387,6622,66989.5,89.40664197049458,24.56619224020277,1.4297783843504257,77.29251965945278,21.076233183856502,1.104828751543511
Illinois,Cass County,40.0,13642,5270,59538.2,74.48321360504325,24.915701510042513,1.5100425157601525,40.2067145579827,10.02052484972878,0.7990030787274593
Illinois,Champaign County,90.69767441860465,201081,80665,76778.23076923077,66.66368279449574,22.260183707063323,1.9688583207762047,28.82917829133533,6.123900318777011,0.43315877681133474
Illinois,Christian County,50.0,34800,14055,62793.8,68.1580459770115,21.876436781609197,1.3419540229885059,45.97701149425287,12.192528735632184,0.5833333333333334
Illinois,Clark County,25.0,16335,6782,63898.25,93.01499846954393,29.501071319253136,0.9611264156718702,80.52035506580961,25.215794306703398,0.7468625650443832
Illinois,Clay County,25.0,13815,5697,60614.75,85.97176981541801,29.569308722403186,1.4621787911690192,63.52515381831343,20.7600434310532,0.7528049221860297
Illinois,Clinton County,12.5,37762,14005,80036.875,85.40066733753508,19.39251098988401,1.5465282559186484,69.51432657168583,15.512949525978497,1.0301361156718394
Illinois,Coles County,83.33333333333334,53873,21463,60548.416666666664,78.87253355112951,34.41612681677278,2.5522989252501254,38.93230375141536,12.924841757466634,1.1211553097098732
Illinois,Cook County,99.84779299847793,5194675,1966356,83041.7601532567,39.119675436865634,11.592602039588618,1.6025256632994362,7.464316824440413,1.7953962471184435,0.1862484178509724
Illinois,Crawford County,33.33333333333333,19817,7763,65297.0,86.91022859161326,25.7657566735631,1.5390826058434677,62.133521723772525,17.121663218448806,0.7064641469445425
Illinois,Cumberland County,0.0,11048,4377,66996.66666666667,77.22664735698768,21.361332367849386,1.3124547429398985,70.76393917451122,18.84503982621289,1.2128892107168718
Illinois,De Witt County,40.0,16561,6811,69945.8,72.70092385725499,18.471106817221184,0.803091600748747,55.63673691202222,12.758891371294004,0.477024334279331
Illinois,DeKalb County,71.42857142857143,105160,38484,74517.09523809524,86.78680106504373,30.822556104982883,2.112970711297071,56.03271205781666,18.340623811335107,1.0441232407759604
Illinois,Douglas County,40.0,19980,7720,66012.0,71.33633633633633,22.902902902902902,3.3933933933933935,44.97997997997998,14.549549549549551,2.6226226226226226
Illinois,DuPage County,98.61111111111111,916924,337132,113486.61111111111,70.0620771187143,11.034938555430983,0.9694369435198555,22.91847524985713,3.3022366084866355,0.3102765332786578
Illinois,Edgar County,40.0,18576,7839,62650.6,83.64556416881999,26.087424633936262,2.3255813953488373,64.08268733850129,18.195521102497846,1.4588716623600344
Illinois,Edwards County,0.0,6721,2840,65788.66666666667,70.19788721916382,19.401874721023656,0.9671179883945842,59.85716411248326,16.693944353518823,0.7290581758666865
Illinois,Effingham County,37.5,34242,13515,70741.875,78.71619648385024,18.789790315986217,1.5098417148531045,63.906897961567665,13.892296010747035,1.0192161672799487
Illinois,Fayette County,28.57142857142857,22140,8311,52700.71428571428,95.97109304426378,41.72990063233966,1.3233965672990062,81.59891598915989,35.30713640469738,1.0162601626016259
Illinois,Ford County,40.0,14081,5676,65909.6,75.55571337262978,23.286698387898586,1.4345572047439814,50.19529862935871,15.844045167246644,0.8451104324976919
Illinois,Franklin County,58.333333333333336,39561,16617,52963.333333333336,82.56869138798312,33.62402365966482,2.3103561588433053,57.97376203837112,22.014104800181997,1.4357574378807412
Illinois,Fulton County,25.0,37069,14536,62009.666666666664,76.27127788718336,27.195230516064633,1.235533734387224,53.268229517926024,19.02667997518142,0.6366505705576088
Illinois,Gallatin County,0.0,5589,2403,53885.5,100.0,42.45840042941492,2.880658436213992,100.0,42.45840042941492,2.880658436213992
Illinois,Greene County,40.0,13886,5570,54074.2,71.05717989341784,23.635316145758317,1.1738441595851938,46.23361659225119,14.806279706178884,0.5905228287483797
Illinois,Grundy County,50.0,50063,18546,85009.9,86.40712701995486,17.629786469048998,1.010726484629367,59.900525338074026,12.022851207478578,0.5213431076843178
Illinois,Hamilton County,33.33333333333333,8457,3489,64697.333333333336,77.3323873714083,21.295967837294548,1.4544164597374956,63.39127350124157,17.228331559654723,1.111505261913208
Illinois,Hancock County,28.57142857142857,19104,8040,64842.0,92.84443048576215,29.360343383584592,1.764028475711893,86.06574539363484,27.188023450586265,1.5337102177554438
Illinois,Hardin County,0.0,4320,1915,60196.5,83.56481481481481,32.22222222222222,2.939814814814815,74.65277777777779,27.63888888888889,2.314814814814815
Illinois,Henderson County,0.0,7331,3149,61601.333333333336,75.61042149774929,23.421088528168056,0.9002864547810667,67.68517255490384,21.361342245259856,0.8184422316191516
Illinois,Henry County,46.15384615384615,50486,20373,69995.07692307692,81.57509012399477,21.029592362239036,1.6103474230479735,62.21724834607614,14.0692469199382,0.7823951194390524
Illinois,Iroquois County,11.11111111111111,29718,11956,64892.666666666664,91.54048051685847,31.01823810485228,1.7497812773403325,83.1146106736658,27.781142741772662,1.5142337976983646
Illinois,Jackson County,64.28571428571429,60218,25538,53217.42857142857,82.91540735328307,38.79903019030855,3.429207213789897,56.1161114616892,22.09970440732007,1.9977415390746953
Illinois,Jasper County,33.33333333333333,9698,3940,63795.333333333336,91.48277995462982,25.067024128686327,2.1550835223757474,74.53083109919572,18.10682614972159,1.4229738090327901
Illinois,Jefferson County,54.54545454545454,38827,15365,56484.181818181816,85.7418806500631,30.9552630901177,2.2304066757668632,67.24444329976562,21.886831328714553,1.2414041775053442
Illinois,Jersey County,16.666666666666664,22985,8828,75975.0,96.15836415053296,22.410267565803785,1.7924733521862084,84.2462475527518,18.11616271481401,1.1050685229497499
Illinois,Jo Daviess County,16.666666666666664,22678,9753,73002.16666666667,89.24949290060852,21.884645912337948,1.5036599347385131,70.23106094011817,16.62845048064203,0.8201781462210073
Illinois,Johnson County,0.0,12582,4584,62278.0,86.71912255603243,36.83039262438404,1.4147194404705135,79.31171514862501,34.49372118900016,1.1603878556668257
Illinois,Kane County,92.6829268292683,515269,170479,87185.32926829268,71.48673799510547,15.997275209647777,0.9725017418086476,31.184099955557194,4.654073891501332,0.3452565553138264
Illinois,Kankakee County,58.620689655172406,113449,41511,67483.55172413793,80.60538215409568,24.12185210975857,2.2626907244665007,45.545575544958524,12.624174739310174,1.1423635289865932
Illinois,Kendall County,70.0,114736,38022,94885.1,87.69958862083391,15.799748988983406,0.5325268442337191,63.34367591688746,11.049714126342211,0.35734207223539255
Illinois,Knox County,68.75,52919,21535,58910.625,77.56571363782385,26.289234490447665,2.038965210982823,45.316426992195616,13.035015778831799,0.6424913547119182
Illinois,LaSalle County,60.71428571428571,113924,45347,68444.71428571429,77.31996769776343,22.02169867631052,1.688845195042309,52.4902566623363,13.77058389803729,0.8935781749236333
Illinois,Lake County,92.76315789473685,703462,241712,114667.60264900663,75.27172754178619,14.721619646832382,1.0583371951860938,41.02638095590096,6.9119582863040225,0.44565307010186767
Illinois,Lawrence County,60.0,16833,6130,56481.6,82.83134319491475,30.232281827362918,1.3485415552783222,71.93607794213747,25.901503000059407,0.9564545832590744
Illinois,Lee County,33.33333333333333,36031,13758,74783.33333333333,85.05176098359746,22.669368044184175,1.8567344786433904,61.46651494546362,15.891870888956733,1.190641392134551
Illinois,Livingston County,40.0,38950,14613,69136.4,79.21951219512195,23.319640564826702,1.7997432605905008,54.228498074454436,15.815147625160462,0.8395378690629011
Illinois,Logan County,37.5,30305,11070,73599.625,88.91602045867019,21.59709618874773,1.9204751691140074,60.973436726612775,13.971291866028709,0.82824616399934
Illinois,Macon County,85.29411764705883,110768,45855,60370.85294117647,83.49433049256103,27.108912321248013,3.050520005777842,50.1706268958544,11.816589628773654,0.935288169868554
Illinois,Macoupin County,30.76923076923077,47765,19381,68076.84615384616,79.07672982309222,23.856380194703235,1.339893227258453,56.43044069925678,15.318748037265781,0.7474091908301057
Illinois,Madison County,81.9672131147541,269282,108094,71305.73770491804,86.58283880838674,24.429408575396796,2.190268937396484,59.86772231341122,16.0679139340914,1.3721674675618867
Illinois,Marion County,50.0,39437,16148,57340.083333333336,85.42992621142582,33.379820980297694,2.4393336207115146,62.86989375459594,22.212642949514418,1.229809569693435
Illinois,Marshall County,0.0,12640,5161,70246.0,77.4129746835443,20.52215189873418,0.8860759493670887,65.46677215189874,17.23892405063291,0.7278481012658228
Illinois,Mason County,16.666666666666664,14666,6079,57780.166666666664,87.39942724669302,33.19241783717442,1.6023455611618709,69.30996863493795,24.19200872766944,1.213691531433247
Illinois,Massac County,50.0,15429,6362,54151.5,80.28388100330547,30.027869596214916,2.0804977639510014,61.40384989305853,20.68183291204874,1.1471903558234493
Illinois,McDonough County,70.0,32612,13057,69948.22222222222,85.48080461179933,33.10131240034343,2.814914755304796,47.641972280142284,15.739605053354595,0.9352385624923342
Illinois,McHenry County,78.84615384615384,308760,109199,97078.84615384616,87.5939240834305,14.634667703070345,0.9667703070345899,63.941896618733,9.946236559139784,0.571317528177225
Illinois,McLean County,78.04878048780488,169572,65104,83944.3,77.20201448352321,22.756115396409786,1.6565234826504378,47.26959639563135,11.419338098270941,0.6363078810180927
Illinois,Menard County,33.33333333333333,12705,5140,85930.66666666667,90.88547815820543,20.73986619441165,1.3695395513577333,80.59818968909877,17.992916174734354,0.9917355371900827
Illinois,Mercer County,25.0,16434,6734,70746.5,95.78313253012048,24.13898016307655,2.245345016429354,84.59900206888159,22.161372763782403,1.9410977242302543
Illinois,Monroe County,50.0,32957,12589,100227.16666666667,92.10789817034318,12.98661892769366,1.2349425008344206,78.86640167490974,11.305640683314621,0.8799344600540098
Illinois,Montgomery County,37.5,30104,11652,63567.25,89.54956152006378,31.311453627424928,1.9964124368854637,66.23704491097529,21.840951368588893,1.089556205155461
Illinois,Morgan County,60.0,35547,14104,60451.6,86.94123273412664,29.268292682926827,2.199904351984696,58.4184319351844,18.448814245927927,1.1956001912960306
Illinois,Moultrie County,25.0,14846,5758,69661.5,82.91795769904351,22.100229017917282,3.2197224841708207,66.24006466388252,15.862858682473394,2.8223090394719117
Illinois,Ogle County,36.36363636363637,53497,20856,74160.09090909091,81.98964427911845,21.547002635661812,1.157074228461409,64.15313008206067,16.1597846608221,0.755182533600015
Illinois,Peoria County,81.25,186494,75793,64236.479166666664,81.49377459864661,28.224500520123975,3.3287934196274414,50.897079798813905,15.844477570323978,1.742147200446127
Illinois,Perry County,33.33333333333333,22350,8335,62564.0,90.32214765100672,30.630872483221477,2.0492170022371368,76.43847874720358,25.123042505592842,1.2125279642058167
Illinois,Piatt County,25.0,16729,6782,77489.0,88.25393030067548,17.22159124872975,0.926534759997609,72.45501823181301,14.065395421124993,0.6515631538047701
Illinois,Pike County,20.0,16430,6639,53952.4,80.71211199026172,31.807668898356667,1.7468046256847232,66.61594643944004,26.43944004869142,1.2172854534388313
Illinois,Pope County,0.0,4470,1829,63476.0,88.7248322147651,31.70022371364653,1.6331096196868007,83.9821029082774,29.574944071588366,1.3199105145413872
Illinois,Pulaski County,0.0,6161,2642,47505.5,87.08001947735757,44.08375263755884,4.122707352702483,84.84012335659796,42.75279987015095,3.944164908294108
Illinois,Putnam County,0.0,6006,2509,77964.0,99.96669996669996,22.843822843822846,0.9657009657009658,99.78354978354979,22.81052281052281,0.9657009657009658
Illinois,Randolph County,33.33333333333333,33476,12314,68325.33333333333,83.14314732943005,27.95435535906321,1.72959732345561,55.571155454654075,17.263113872625162,0.9081132751822201
Illinois,Richland County,60.0,16233,6726,60867.0,68.10201441508039,23.285899094437255,1.336783096162139,41.32939074724327,12.191215425368078,0.30801453828620706
Illinois,Rock Island County,87.5,147546,61303,63874.075,71.39061716346089,22.39911620782671,2.2298130752443304,33.23302563268405,9.658682715898772,0.8451601534436718
Illinois,Saline County,55.55555555555556,24913,10379,52229.22222222222,82.95668927868985,35.41925902139445,2.7335126239312806,54.81876931722394,21.065307269297154,1.3406655159956649
Illinois,Sangamon County,83.01886792452831,197465,82986,71290.65384615384,79.00032917225838,21.245283974375205,2.250018990707214,42.832400678601275,8.65419188210569,0.712531334666903
Illinois,Schuyler County,33.33333333333333,7544,3040,62063.666666666664,83.17868504772005,30.249204665959706,1.3653234358430542,54.59968186638389,18.146871686108167,0.6495227995758218
Illinois,Scott County,0.0,5355,2214,67279.5,100.0,28.702147525676935,1.9234360410831,100.0,28.702147525676935,1.9234360410831
Illinois,Shelby County,16.666666666666664,22363,9216,62603.333333333336,89.2053838930376,27.81827125162098,1.4130483387738675,76.22859187050038,22.5908867325493,1.1045029736618521
Illinois,St. Clair County,83.33333333333334,270056,105045,65978.98333333334,80.72955238913411,26.124581568267324,2.7653523713600143,52.786459104778274,16.61322096157834,1.6800219213792693
Illinois,Stark County,0.0,5994,2425,64297.0,100.0,32.165498832165504,1.3847180513847182,100.0,32.165498832165504,1.3847180513847182
Illinois,Stephenson County,46.15384615384615,47711,19845,60156.07692307692,71.94986481104986,20.881976902601078,2.223805830940454,45.05250361551843,11.167236067154326,0.8740122822829117
Illinois,Tazewell County,70.0,135394,54146,76339.3,85.22386516389204,20.8362261252345,1.8582802782988905,64.85368627856478,14.866980811557381,1.2267899611504203
Illinois,Union County,40.0,17808,7167,60446.0,80.07075471698113,29.205974842767297,1.6060197663971247,64.17340521114106,21.96203953279425,1.1567834681042228
Illinois,Vermilion County,58.333333333333336,81625,32655,55394.916666666664,80.73261868300153,29.900153139356817,3.0027565084226646,54.970903522205205,17.346401225114853,1.3390505359877487
Illinois,Wabash County,75.0,11947,5012,64101.25,70.35238972126893,21.118272369632543,1.2890265338578721,45.62651711726794,11.94442119360509,0.4101448062275049
Illinois,Warren County,40.0,17707,6918,64472.4,70.97757948833795,18.19619359575309,1.0108996442085052,44.83537584006325,11.334500480036144,0.5026260800813238
Illinois,Washington County,25.0,14716,5926,75697.0,75.64555585756999,17.28730633324273,0.767871704267464,66.9407447675999,15.160369665670018,0.6387605327534656
Illinois,Wayne County,40.0,16760,7102,59311.0,82.47613365155131,28.377088305489263,2.1479713603818613,65.30429594272077,21.66467780429594,1.3365155131264916
Illinois,White County,40.0,14665,6313,59882.6,77.53835663143539,27.350835322195703,2.48891919536311,56.18138424821002,19.9181725196045,1.3296965564268668
Illinois,Whiteside County,61.111111111111114,58498,23740,67339.83333333333,80.53266778351397,23.147799924783754,1.70262231187391,51.65475742760436,12.880782248965778,0.7760949092276659
Illinois,Will County,90.06622516556291,677560,225256,92602.94666666667,80.72362595194521,14.70585630792845,0.917557116712911,49.4496428360588,8.252110514198005,0.49146939016470864
Illinois,Williamson County,60.0,66357,27421,63608.13333333333,88.16402188164022,29.359374293593742,2.5242250252422505,67.23028467230284,22.2433202224332,1.6938680169386802
Illinois,Winnebago County,89.6103896103896,295266,115501,61978.82666666667,74.68926324060338,23.783977836933477,2.0401942655097436,36.19651432945209,9.202210887809636,0.6990307045172828
Illinois,Woodford County,33.33333333333333,38664,14276,82373.44444444444,82.44620318642664,16.741671839437203,1.233705772811918,63.92768466790814,12.003414028553694,0.7422925719015104
Indiana,Adams County,42.857142857142854,34387,12011,63514.857142857145,93.70401605257801,33.62898769883968,3.5827492947916366,74.69101695408148,25.172303486782795,3.1785267688370604
Indiana,Allen County,86.45833333333334,355329,137851,63019.408602150535,82.41854731811927,26.160825601062676,1.87037928229894,50.868068747555085,14.57719465622001,1.0536713862364175
Indiana,Bartholomew County,73.33333333333333,76794,29860,75374.0,87.902700731828,25.69992447326614,1.4011511315988228,63.3825559288486,17.897231554548533,0.8021460009896607
Indiana,Benton County,0.0,8854,3479,55574.0,84.8543031398238,32.61802575107296,0.7567201264964988,69.66342895866275,26.0334312175288,0.6324824937881184
Indiana,Blackford County,50.0,12766,5236,53719.0,73.6017546608178,27.53407488641704,1.9113269622434592,51.81732727557575,17.256775810747296,1.0653297822340593
Indiana,Boone County,50.0,56640,21149,98419.1,81.84851694915254,13.008474576271187,0.9074858757062148,57.01447740112995,8.352754237288137,0.3742937853107345
Indiana,Brown County,0.0,15242,6199,75245.25,98.2941871145519,26.833748851856708,0.892271355465162,93.04553208240388,25.25915234221231,0.7741766172418318
Indiana,Carroll County,14.285714285714285,20155,7900,70632.71428571429,83.27958322996774,22.61473579756884,1.2453485487472091,71.82336889109402,19.022575043413546,1.0716943686430165
Indiana,Cass County,45.45454545454545,38966,14858,59326.0,79.85936457424422,29.115126007288406,1.6398911871888313,52.74855001796438,16.175640301801568,0.8160960837653339
Indiana,Clark County,69.23076923076923,110232,44248,66174.34615384616,78.0272516147761,20.85873430582771,1.445133899412149,44.23216488859859,9.212388417156543,0.5433993758618187
Indiana,Clay County,33.33333333333333,26890,10447,62635.333333333336,81.20490888806248,23.07177389364076,1.1342506507995536,62.3205652658981,15.388620304946077,0.6805503904797322
Indiana,Clinton County,50.0,33224,12105,62546.875,76.04442571634962,23.24825427401878,1.3092944859137974,51.185889718275945,13.336744522032266,0.535757283891163
Indiana,Crawford County,0.0,10713,4303,54367.333333333336,98.96387566507981,39.792775133015965,1.7828806123401475,96.22888079902921,38.47661719406329,1.717539438065901
Indiana,Daviess County,42.857142857142854,31648,11329,64291.0,87.72750252780587,34.23913043478261,5.219919110212336,59.45399393326593,21.7896865520728,3.937057633973711
Indiana,DeKalb County,44.44444444444444,42223,15951,63730.11111111111,92.93276176491486,28.261847808066694,1.9254908462212537,72.24735333822798,20.555147668332424,1.482604267816119
Indiana,Dearborn County,50.0,50047,18743,75882.4,91.93757867604452,22.08723799628349,1.4366495494235418,79.23751673426979,17.64341518972166,0.8891641856654744
Indiana,Decatur County,33.33333333333333,25740,9977,62987.333333333336,82.64180264180264,23.47707847707848,1.2626262626262625,62.727272727272734,17.1989121989122,0.8585858585858586
Indiana,Delaware County,76.66666666666667,117671,46516,50631.75862068965,84.49405545971395,36.33690543974301,2.584324090047675,55.57699008251821,18.991935141198766,1.4803987388566426
Indiana,Dubois County,57.14285714285714,41889,16133,72049.71428571429,74.58282604024923,15.839480531881877,0.7782472725536538,51.66034042350021,9.637374967175154,0.4416433908663372
Indiana,Elkhart County,83.33333333333334,197559,70244,62049.97222222222,79.94826861848865,25.738640102450404,2.1330336760157724,48.267606132851455,12.589150582863853,1.1652215287584975
Indiana,Fayette County,57.14285714285714,24277,9719,52427.857142857145,78.79062487127733,27.631091156238412,1.6682456646208346,61.5438480866664,18.51134818964452,1.0256621493594762
Indiana,Floyd County,75.0,74578,29479,71617.6,86.16884335863124,20.880152323741584,1.9268416959425032,52.25535680763764,9.9801550054976,0.6650754914317896
Indiana,Fountain County,20.0,17240,6935,61390.6,81.03828306264501,25.585846867749417,1.4501160092807424,64.47215777262181,19.88399071925754,1.1078886310904872
Indiana,Franklin County,0.0,23087,8579,64393.2,93.91432407848572,25.663793476848447,1.3470784424134794,84.95690215272664,22.592801143500672,1.1824836488066877
Indiana,Fulton County,16.666666666666664,20836,8237,63497.666666666664,88.28949894413515,28.325974275292765,2.068535227490881,65.73718564023805,19.54789786907276,1.1806488769437513
Indiana,Gibson County,28.57142857142857,33503,13255,64536.0,78.10942303674298,22.045786944452736,1.384950601438677,61.40047159955825,16.553741455989016,0.8894725845446677
Indiana,Grant County,62.5,70061,27245,51294.3125,79.48502019668574,31.987839168724395,2.1224361627724413,50.7086681606029,17.322047929661295,0.9905653644681064
Indiana,Greene County,33.33333333333333,33165,13487,58024.444444444445,84.90275893260969,29.693954470073873,1.3839891451831752,70.63470526157093,23.497663199155735,0.9709030604552993
Indiana,Hamilton County,92.3076923076923,274569,99835,110184.7435897436,90.02327283852146,11.881894897093263,0.6970925341171071,60.069782094846836,7.593355404288175,0.40208472187319033
