,Year,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Gender,Grade,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
10951,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,9.5,14.7,614.0,,,,,9th,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Grade,9th,GRADE,GRADE09
11089,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.4,9.3,19.1,240.0,,,,,12th,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Grade,12th,GRADE,GRADE12
11095,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.8,10.2,18.5,377.0,,,,,12th,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Grade,12th,GRADE,GRADE12
11105,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.8,10.9,19.9,378.0,,,,,11th,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Grade,11th,GRADE,GRADE11
11147,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.8,7.0,16.5,174.0,,,,,,,Non-Hispanic Black,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
11245,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.6,11.8,20.3,651.0,,,,,12th,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Grade,12th,GRADE,GRADE12
11285,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,8.7,12.2,2390.0,,,,,,,Non-Hispanic White,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
11296,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.0,9.5,17.6,308.0,,,,,11th,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,11th,GRADE,GRADE11
11376,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.2,7.0,14.6,295.0,,,,,10th,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Grade,10th,GRADE,GRADE10
11454,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.8,5.5,13.9,367.0,,,,,12th,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Grade,12th,GRADE,GRADE12
11562,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.8,6.8,9.0,2775.0,,,,Female,,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Gender,Female,GEN,FEMALE
11583,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.0,7.4,10.8,1723.0,,,,,,,Non-Hispanic White,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
11691,2011,VT,Vermont,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,6.4,4.6,8.6,3797.0,,,,Female,,,,"(43.625381239, -72.517640791)",OWS,OWS1,Q038,VALUE,50,Gender,Female,GEN,FEMALE
11756,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,9.9,14.2,1960.0,,,,Female,,,,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Gender,Female,GEN,FEMALE
11952,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.2,15.6,21.0,414.0,,,,,10th,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Grade,10th,GRADE,GRADE10
11953,2011,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.3,11.9,17.1,1729.0,,,,,,,Non-Hispanic White,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
11954,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.3,11.1,18.2,324.0,,,,,10th,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Grade,10th,GRADE,GRADE10
12179,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.3,5.4,12.5,815.0,,,,,11th,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Grade,11th,GRADE,GRADE11
12444,2011,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.6,12.4,17.2,2036.0,Total,,,,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Total,Total,OVR,OVERALL
12478,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.9,12.8,19.5,434.0,,,,,,,Hispanic,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Race/Ethnicity,Hispanic,RACE,RACEHIS
12495,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.2,15.4,21.3,963.0,,,,Male,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Gender,Male,GEN,MALE
12517,2011,DE,Delaware,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.5,9.0,25.5,115.0,,,,,,,2 or more races,"(39.008830667, -75.577741168)",OWS,OWS1,Q038,VALUE,10,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
12749,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,10.0,15.2,2836.0,,,,,,,Non-Hispanic Black,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
12753,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.0,6.2,10.3,975.0,,,,Female,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Gender,Female,GEN,FEMALE
12780,2011,WV,West Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,9.8,19.8,472.0,,,,,11th,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q038,VALUE,54,Grade,11th,GRADE,GRADE11
13002,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.9,5.6,13.7,446.0,,,,,12th,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Grade,12th,GRADE,GRADE12
13028,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.4,6.3,11.1,1925.0,,,,Female,,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Gender,Female,GEN,FEMALE
13137,2011,CO,Colorado,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.3,5.5,12.3,339.0,,,,,10th,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q038,VALUE,8,Grade,10th,GRADE,GRADE10
13153,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.5,8.4,18.3,352.0,,,,,11th,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Grade,11th,GRADE,GRADE11
13358,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.2,8.9,30.8,113.0,,,,,,,2 or more races,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
13514,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,7.7,13.8,681.0,,,,,11th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,11th,GRADE,GRADE11
13576,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.4,10.5,17.0,615.0,,,,Male,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Gender,Male,GEN,MALE
13638,2011,ME,Maine,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,10.2,13.0,8597.0,Total,,,,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q038,VALUE,23,Total,Total,OVR,OVERALL
13770,2011,TX,Texas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,7.4,14.0,1103.0,,,,,,,Non-Hispanic White,"(31.827240407, -99.426770206)",OWS,OWS1,Q038,VALUE,48,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
13889,2011,NC,North Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.9,7.9,14.8,1166.0,,,,Female,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q038,VALUE,37,Gender,Female,GEN,FEMALE
13984,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.6,13.9,22.0,507.0,,,,,,,Non-Hispanic Black,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
14175,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.3,10.6,16.5,1416.0,Total,,,,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Total,Total,OVR,OVERALL
14227,2011,VA,Virginia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.6,6.2,14.6,220.0,,,,,12th,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q038,VALUE,51,Grade,12th,GRADE,GRADE12
14242,2011,MT,Montana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.8,7.3,15.9,235.0,,,,,,,Hispanic,"(47.066528972, -109.424420645)",OWS,OWS1,Q038,VALUE,30,Race/Ethnicity,Hispanic,RACE,RACEHIS
14386,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,9.5,15.8,1162.0,,,,,,,Asian,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Race/Ethnicity,Asian,RACE,RACEASN
14402,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.8,9.7,14.3,728.0,,,,,10th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,10th,GRADE,GRADE10
14445,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.6,14.3,26.1,130.0,,,,,,,Hispanic,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Race/Ethnicity,Hispanic,RACE,RACEHIS
14461,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.5,5.0,11.2,434.0,,,,,12th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,12th,GRADE,GRADE12
14514,2011,TN,Tennessee,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.9,13.6,18.5,807.0,,,,,9th,,,"(35.68094058, -85.774490914)",OWS,OWS1,Q038,VALUE,47,Grade,9th,GRADE,GRADE09
14724,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.0,11.4,16.9,767.0,,,,,,,Non-Hispanic White,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
14745,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,10.6,13.8,4038.0,Total,,,,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Total,Total,OVR,OVERALL
14975,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.9,7.5,12.9,684.0,,,,,,,Non-Hispanic White,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
15136,2011,GA,Georgia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.7,11.1,21.8,527.0,,,,,10th,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q038,VALUE,13,Grade,10th,GRADE,GRADE10
15210,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.1,5.8,11.4,509.0,,,,,9th,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Grade,9th,GRADE,GRADE09
15253,2011,NM,New Mexico,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.8,10.0,16.2,1480.0,,,,,9th,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q038,VALUE,35,Grade,9th,GRADE,GRADE09
15338,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,4.9,14.5,145.0,,,,,,,2 or more races,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
15376,2011,IA,Iowa,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,7.7,21.0,377.0,,,,,10th,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q038,VALUE,19,Grade,10th,GRADE,GRADE10
15462,2011,SD,South Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.0,8.7,16.2,103.0,,,,,,,American Indian/Alaska Native,"(44.353130053, -100.373530637)",OWS,OWS1,Q038,VALUE,46,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
15688,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,5.9,22.4,125.0,,,,,,,Hawaiian/Pacific Islander,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
15749,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,18.1,12.8,24.9,325.0,,,,,11th,,,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Grade,11th,GRADE,GRADE11
15802,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.1,11.9,19.1,772.0,,,,,,,Non-Hispanic White,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
15838,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,2.0,0.6,6.8,114.0,,,,,,,Asian,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Race/Ethnicity,Asian,RACE,RACEASN
15854,2011,MD,Maryland,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.1,7.7,10.8,711.0,,,,,,,Non-Hispanic White,"(39.290580964, -76.609260111)",OWS,OWS1,Q038,VALUE,24,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
15943,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,7.0,5.5,8.8,1232.0,,,,Female,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Gender,Female,GEN,FEMALE
15970,2011,ID,Idaho,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.8,6.3,12.1,411.0,,,,,10th,,,"(43.682630005, -114.363730042)",OWS,OWS1,Q038,VALUE,16,Grade,10th,GRADE,GRADE10
16022,2011,AZ,Arizona,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.2,5.5,12.1,1043.0,,,,,,,Non-Hispanic White,"(34.86597028, -111.763811277)",OWS,OWS1,Q038,VALUE,4,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
16042,2011,WI,Wisconsin,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.1,8.3,14.7,691.0,,,,,11th,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q038,VALUE,55,Grade,11th,GRADE,GRADE11
16176,2011,AL,Alabama,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,19.6,14.4,26.2,377.0,,,,,,,Non-Hispanic Black,"(32.840571122, -86.631860762)",OWS,OWS1,Q038,VALUE,1,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
16183,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.8,9.0,15.3,607.0,,,,,11th,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Grade,11th,GRADE,GRADE11
16310,2011,HI,Hawaii,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.7,9.8,16.3,977.0,,,,,11th,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q038,VALUE,15,Grade,11th,GRADE,GRADE11
16459,2011,NJ,New Jersey,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.4,7.9,19.1,347.0,,,,,12th,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q038,VALUE,34,Grade,12th,GRADE,GRADE12
16630,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.5,9.6,13.6,1275.0,Total,,,,,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Total,Total,OVR,OVERALL
16636,2011,KS,Kansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.1,7.6,10.8,1121.0,,,,,,,Non-Hispanic White,"(38.3477403, -98.200781227)",OWS,OWS1,Q038,VALUE,20,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
16694,2011,RI,Rhode Island,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.9,9.8,14.4,1050.0,,,,,10th,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q038,VALUE,44,Grade,10th,GRADE,GRADE10
16823,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.7,10.9,22.1,273.0,,,,,10th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,10th,GRADE,GRADE10
16881,2011,IL,Illinois,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,10.4,15.9,943.0,,,,,9th,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q038,VALUE,17,Grade,9th,GRADE,GRADE09
16926,2011,NY,New York,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.1,8.3,12.1,3202.0,,,,,10th,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q038,VALUE,36,Grade,10th,GRADE,GRADE10
17000,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,11.6,10.5,12.8,3471.0,Total,,,,,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Total,Total,OVR,OVERALL
17064,2011,SC,South Carolina,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,13.6,8.4,21.2,324.0,,,,,12th,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q038,VALUE,45,Grade,12th,GRADE,GRADE12
17377,2011,UT,Utah,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,8.6,7.1,10.4,1650.0,Total,,,,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q038,VALUE,49,Total,Total,OVR,OVERALL
17486,2011,IN,Indiana,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.9,9.6,17.3,978.0,,,,,9th,,,"(39.766910452, -86.149960194)",OWS,OWS1,Q038,VALUE,18,Grade,9th,GRADE,GRADE09
17602,2011,OK,Oklahoma,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,17.3,10.7,26.7,228.0,,,,,11th,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q038,VALUE,40,Grade,11th,GRADE,GRADE11
17703,2011,AR,Arkansas,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,10.3,7.9,13.3,644.0,,,,Female,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q038,VALUE,5,Gender,Female,GEN,FEMALE
17791,2011,ND,North Dakota,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.2,9.7,15.3,441.0,,,,,10th,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q038,VALUE,38,Grade,10th,GRADE,GRADE10
17805,2011,MA,Massachusetts,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,9.0,6.0,13.3,615.0,,,,,10th,,,"(42.27687047, -72.082690675)",OWS,OWS1,Q038,VALUE,25,Grade,10th,GRADE,GRADE10
17865,2011,WY,Wyoming,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,14.8,11.2,19.3,328.0,,,,,,,Hispanic,"(43.235541343, -108.109830353)",OWS,OWS1,Q038,VALUE,56,Race/Ethnicity,Hispanic,RACE,RACEHIS
17887,2011,DC,District of Columbia,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.6,12.6,21.6,290.0,,,,,10th,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q038,VALUE,11,Grade,10th,GRADE,GRADE10
18008,2011,NE,Nebraska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.3,9.6,15.6,916.0,,,,,11th,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q038,VALUE,31,Grade,11th,GRADE,GRADE11
18019,2011,AK,Alaska,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,8.9,16.3,407.0,,,,,9th,,,"(64.845079957001, -147.722059036)",OWS,OWS1,Q038,VALUE,2,Grade,9th,GRADE,GRADE09
18072,2011,NH,New Hampshire,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,12.1,10.5,13.9,1314.0,Total,,,,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q038,VALUE,33,Total,Total,OVR,OVERALL
18127,2011,FL,Florida,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.7,13.4,18.3,1133.0,,,,,,,Non-Hispanic Black,"(28.932040377, -81.928960539)",OWS,OWS1,Q038,VALUE,12,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
18215,2011,KY,Kentucky,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,16.1,12.2,21.0,566.0,,,,,9th,,,"(37.645970271, -84.774971048)",OWS,OWS1,Q038,VALUE,21,Grade,9th,GRADE,GRADE09
18310,2011,MI,Michigan,Youth Risk Behavior Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity,15.8,13.7,18.2,2019.0,,,,Male,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q038,VALUE,26,Gender,Male,GEN,MALE
